index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Nord's Tenderizer	100	1		1		76	68	7cl	truncheon			3	5000				invclbu	so0		so0	pr29		270	330	pr106		2	4	pr56		25	25	pr243	59	12	16	pr96		150	180	pr49		5	15	pr137	125	205	455																	pr268	358	100	1	0
Earthshifter	100	1		1		77	69	7gm	thunder maul			3	5000					so0		so0	pr29		250	340	pr127	234	25	28	pr108		33	33	pr56		40	40	pr243	244	30	14	pr124	17	7	7	pr86		60	60	pr75		-25	-25													pr268	358	100	1	0
Wraithflight	100	1		1		84	76	7gl	ghost glaive			3	5000	dblu	dblu			so0		so0	pr29		150	290					pr66		9	13	pr110		5	15	pr264		1	1	pr118		30	30																					pr268	358	100	1	0
Bonehew	100	1		1		72	64	7o7	ogre axe			3	5000	bwht	bwht			so0		so0	pr29		270	320	pr56		30	30	pr243	74	30	14	pr127	84	50	22	pr94		1	1	pr133		2	2																					pr268	358	100	1	0
Ondal's Wisdom	100	1		1		74	66	6cs	elder staff			3	5000				invcstu	so0		so0	pr86		85	85	pr10		40	50	pr104		2	4	pr0		750	950	pr6		10	16																									pr268	358	100	1	0
The Reedeemer	100	1		1		80	72	7sc	mighty scepter			3	5000					so0		so0	pr29		250	300	pr98		200	250	pr68		2	2	pr75		-60	-60	pr123	124	2	4	pr123	101	2	4	pr73		3	3	pr93		33	33	pr89		60	120	pr123	119	2	4					pr268	358	100	1	0
Headhunter's Glory	100	1		1		83	75	ush	troll nest			3	5000				invbshu	so0		so0	pr0		320	420	pr1		300	350	pr39		30	40	pr133		1	3	pr31		20	30	pr253		5	7	pr126	442	8	15	pr15		280	445	pr77		25	25													0
Steelrend	100	1		1		78	70	uhg	ogre gauntlets			3	5000					so0		so0	pr0		170	210	pr7		15	20	pr29		40	80	pr108		10	15																													pr268	358	100	1	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000					so0		so0	pr135		1	74	pr233		3	5	pr245		3	5	pr259	53	100	47																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000					so0		so0	pr137	3	24	38	pr234		3	5	pr246		3	5	pr259	59	100	37																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000					so0		so0	pr134		17	45	pr232		3	5	pr244		3	5	pr259	56	100	31																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000					so0		so0	pr138	50	187	187	pr235		3	5	pr247		3	5	pr259	92	100	51																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000					so0		so0	pr135		1	74	pr233		3	5	pr245		3	5	pr260	48	100	41																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000					so0		so0	pr137	3	24	38	pr234		3	5	pr246		3	5	pr260	44	100	43																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000					so0		so0	pr134		17	45	pr232		3	5	pr244		3	5	pr260	46	100	29																																	0
Rainbow Facet	100	1		1		85	49	jew	jewel			3	5000					so0		so0	pr138	50	187	187	pr235		3	5	pr247		3	5	pr260	278	100	23																																	0
Hellfire Torch	100	1				111	75	cm2	charm		1	3	5000			flptrch	invtrch	so217	12	so217	pr332			6	pr9		30	60	pr10		10	20	pr41		10	20	pr73		4	8																													0
Itheraels Path	100	1				131	85	utb	mirrored boots			5	5000				dcloneboots	so0		so0	pr0		40	60	pr86		20	20	pr77		20	20	pr8		10	20	pr9		10	20																													0
Overlords Helm	100	1				131	85	uhl	Giant Conch			3	5000	cred			dclonehelm	so0		so0	pr347		10	15	pr66		5	10	pr0		460	680	pr7		20	20	pr10		-30	-30	pr9		15	15	pr8		15	15																					0
Dark Abyss	100	1				131	85	uth	Lacquered Plate			5	5000	blac			dclonearmor	so0		so0	pr5		150	250	pr253		6	10	pr110		6	10	pr35		40	60	pr31		-40	-60	pr86		50	50	pr104		2	2	pr75		-20	-20																	0
Aidans Scar	100	1				131	85	7qr	Scissors Suwayyah			5	5000	blac			dcloneclaw	so0		so0	pr29		440	480	pr56		40	40	pr124	19	3	4	pr27		30	30	pr242		1	1	pr127	442	30	20	pr9		-20	-30	pr151	12															pr268	358	100	1	0
Hadriels Hand	100	1				131	85	7bs	Conquest Sword			5	5000	cred			dclonesword	so0		so0	pr29		450	500	pr56		30	30	pr127	447	25	20	pr134		500	850	pr8		20	30	pr242		1	1	pr28		50	50																	pr268	358	100	1	0
