Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
ml564	564	9	18	1	4																15	frames	25	fallrate	15	sliderate							1	explode immediately							5	# submissile1	3	# submissile3	15	# submissile4											15		4		255	64	64			1	MeteorTargetIndicator	1024	17	16								1			1						1					1											1								8																																					1			so2437	so0	so0			ml563			ml563				ml563	ml565		ml566	ml154	ml105	ml104	0
ml565	565	1																																																							15									1	MeteorTail	1024	12	16						1		1																									1								8																																					1			so0	so0	so0																	0
ml566	566	1		1					2	none																																															16		13		255	178	64				ExpArrowExplode	1024	16	16								1									1						1			1			1	1			1						4		8	1																																				1			so0	so0	so0																	0
ml567	567	5		1																																																					37		5		255	178	64			1	groundFireSmall	1024	37	16		1	12	36	8				1								2																1								3	1																	fire	6	5	10	16	22	30	10	5	10	17	24	32	skill('sk259'.blvl)*6					32	1			so0	so0	so0																	0
ml568	568	8	64952	1	64948																3	Subloops												range (0 = skill)								range (0 = skill)											30	30			45		4		255	255	255			1	LightningStrike	1024	8	16					3					1		1	4				2											1	1	1			1						4		8	1																	ltng	1						40	20	40	60	80	100	skill('sk269'.blvl)*13					64	32			so2434	so0	so0	ol1									ml99							0
ml569	569	58		35		2			2	repath freq											2	repath freq																											100	cold len -> freeze len			16	16			50		4		81	81	255			1	IceBolt	1024	6	16					3					1		1	4				1											1	1	1			1						4		8	1																	cold	16	4	8	12	20	28	32	4	8	13	21	29	skill('sk274'.blvl)*10	100	10	15	20		16			so2424	so2430	so0																	0
ml570	570	59		1																																																	1	1			500				255	255	255			1	expansion\wstonechips1	1024	25	12																	1											1													8																																					1			so0	so0	so0																	0
ml571	571	59		1																																																	1	1			500				255	255	255			1	expansion\wstonechips2	1024	33	12																	1											1													8																																					1			so0	so0	so0																	0
ml572	572	59		1																																																	1	1			500				255	255	255			1	expansion\wstonechips3	1024	25	12																	1											1													8																																					1			so0	so0	so0																	0
ml573	573	59		1																																																	1	1			500				255	255	255			1	expansion\wstonechips4	1024	17	12																	1											1													8																																					1			so0	so0	so0																	0
ml574	574	1		1																																																	8	8			16		12		255	64	64				HighPriestLightning	1024	9	16					3	1		1		1							1					1						1	1				1								8																		ltng	8	12	12	12	12	12	30	14	14	14	14	14							8			so0	so0	so0																	0
ml575	575	1		1					8	"Mana Use, 16ths."	7	Minimum range																																									12	12			30		5		255	178	64	1			Flamethrower	1024	15	16					3												1											1		1			1					sk41	4																																						32	1			so0	so0	so0																	0
ml576	576	17		1																	10	active frames	20	density																																	10				255	255	255				Expansion\Mindblast	1024	10	16																						1	1			1							1																																													1			so0	so0	so0										ml551							0
ml577	577	1		1	56																												3	damage radius																							20										null	1024	1	16											1																	1										sk249	5	2	8																		fire																			1			so0	so0	so0						ml623											0
ml578	578	1	55	1																																																					20							1		1	expansion\armageddon_rock	1024	16	16											1											1	1			1															8																																					1			so450	so0	so0													ml580	ml623			0
ml579	579	1		1																																																					20							1		1	expansion\armageddon_fire	1024	16	16																							1			1							1								8																																					1			so0	so0	so0																	0
ml580	580	1		1					5	Damage radius																																															16		5		255	255	255				ExpArrowExplode	1024	16	16					3			1									3											1		1			1						4		8																																					1			so2340	so0	so0																	0
ml581	581	60		1																																																	20	20			22							1			expansion\hurricane_swoosh	1024	11	8																												1					1								8																																					8			so2335	so0	so0																	0
ml582	582	60		1																																																	18	18			20							1			expansion\hurricane_cart	1024	20	16																												1													8																																					1			so2335	so0	so0																	0
ml583	583	60		1																																																	18	18			20							1			expansion\hurricane_rocks	1024	20	16																												1													8																																					1			so2335	so0	so0																	0
ml584	584	60		1																																																	18	18			20							1			expansion\hurricane_sack	1024	20	16																												1													8																																					1			so2335	so0	so0																	0
ml585	585	60		1																																																	18	18			20							1			expansion\hurricane_tree	1024	20	16																												1													8																																					1			so2335	so0	so0																	0
ml586	586	60		1																																																	18	18			20							1			expansion\hurricane_vase	1024	20	16																												1													8																																					1			so2335	so0	so0																	0
ml587	587	1		1																																																					10		5		255	178	64				null	1024	1	16								1									1					1	1			1			1	1											8																																					4	1		so0	so0	so0		ml588															0
ml588	588	1	44	1																																																					16		5		255	178	64				expansion\CEBaal	1024	16	16								1									1					1	1			1			1	1									4		8																																					4	1		so0	so0	so0													ml622				0
ml589	589	52		31																																																	20	20			50		5		143	143	255				BlueNovaB	1024	8	8					3							1	4				2											1	1	1		75	1					sk318	4		8																																					32	1		so461	so0	so0			ml590							ml590							0
ml590	590	1		1																																																	13	13			20		5		143	143	255				BlueNovaB	1024	8	8					3							1	4				2											1	1	1		75	1					sk318	4		8																																					32	1		so0	so0	so0																	0
ml591	591	1		1																																																					20		5		81	81	255	1			Expansion\baalsummonsmall	1024	11	15																						1						1	1	1			1						4																																							1			so0	so0	so0																	0
ml592	592	1		1																																																	20	20			80		5		255	64	64	1		1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			so1187	so2413	so0		ml34															0
ml593	593	1		1																																																	20	20			80		5		255	64	64	1		1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			so1187	so2413	so0		ml34															0
ml594	594	1		1																																																	20	20			80		5		255	64	64	1		1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			so1187	so2413	so0		ml34															0
ml595	595	1		1																																																	20	20			80		5		255	64	64	1		1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			so1187	so2413	so0		ml34															0
ml596	596	1		1																																																	20	20			80		5		255	64	64	1		1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			so1187	so2413	so0		ml34															0
ml597	597	1		1																																																					26										ChillBloodPuff	1024	26	16																												1					1																																																so0	so0	so0																	0
ml598	598	1		1																																																					26										ChillBloodPuff	1024	26	16																												1					1																																																so0	so0	so0																	0
ml599	599	1		1																																																															null	1024	1	16																												1																																																					so0	so0	so0																	0
ml600	600	1		1																																																															null	1024	1	16																												1																																																					so0	so0	so0																	0
ml601	601	1		1																																																															null	1024	1	16																												1																																																					so0	so0	so0																	0
ml602	602	61		1																																																					500										null	1024	1	16																												1																																																					so0	so0	so0																	0
ml603	603	1	60	1																																					85	zoffset of missile 2															32										expansion\Nihlathak A	1024	16	8																						1						1																																																					so41	so0	so0													ml604	ml621			0
ml604	604	1		1																																																					192									1	expansion\Nihlathak B	1024	8	8																						1						1																																																					so41	so0	so0		ml605															0
ml605	605	1		1																																																					34										expansion\Nihlathak C	1024	17	8																						1						1																																																		8			so41	so0	so0																	0
ml606	606	62		1																																																					224										null	1024	1	16																												1																																																					so0	so0	so0																	0
ml607	607	63		1																																																	20	20			22							1			expansion\nehlthak_Swoosh	1024	11	8																												1					1								8																																					8			so0	so0	so0																	0
ml608	608	63		1																																																	18	18			16									1	expansion\Skeleton_pieces_A	1024	16	16																												1																																																		1			so0	so0	so0																	0
ml609	609	63		1																																																	18	18			16									1	expansion\Skeleton_pieces_B	1024	16	16																												1																																																		1			so0	so0	so0																	0
ml610	610	63		1																																																	18	18			16									1	expansion\Skeleton_pieces_C	1024	16	16																												1																																																		1			so0	so0	so0																	0
ml611	611	63		1																																																	18	18			16									1	expansion\Skeleton_pieces_D	1024	16	16																												1																																																		1			so0	so0	so0																	0
ml612	612	1		1																																																															null	1024	1	16																												1																																																					so0	so0	so0																	0
ml613	613	1		1																																																					20		3		128	64	64				Expansion\Baalsummonoverlay	1024	20	24																												1					1								8																																					1			so478	so0	so0																	0
ml614	614	1		1																																																					20		3		128	64	64				Expansion\Baalteleport	1024	20	24																												1					1								8																																					1			so479	so0	so0																	0
ml615	615	1		1																																																					82										expansion\IceCaveEruption	1024	41	8																												1					1								8																																					4			so28	so0	so0																	0
ml616	616	1		1																																																					82										expansion\Ice_Smoke	1024	41	8																												1					1								8																																					4			so0	so0	so0																	0
ml617	617	1		1																																																					250									1	expansion\nehlthak_Hole	1024	41	16		1	25	29																								1													8																																					1			so2433	so0	so0																	0
ml618	618	1		1																																																					250									1	expansion\nehlthak_Hole_light	1024	41	16		1	25	29																								1					1								8																																					1			so0	so0	so0																	0
ml619	619	1		1																																																	12	12												1	expansion\wallfire_low_Tiny	1024	25	16																												1					1								8																																					1			so0	so0	so0																	0
ml620	620	1		1																																																					192									1	expansion\NehlithakGlow	1024	16	16																												1					1																																													1			so0	so0	so0																	0
ml621	621	1		1																																																					192									1	expansion\BonePieces	1024	16	16																												1																																																		1			so0	so0	so0																	0
ml622	622	1		1																																																					443									1	expansion\CEBaalFade	1024	11	4																												1																																																		4	1		so0	so0	so0																	0
ml623	623	1		1																																																					37		5		255	178	64			1	groundFireSmall	1024	37	16		1	12	36	8				1								2											1					1								2																		fire	10	6	7	8	9	10	14	6	7	8	9	10	((skill('sk225'.blvl)+skill('sk229'.blvl))+skill('sk244'.blvl))*7					32	1		41	so0	so0	so0																	0
ml624	624	1		1																																																					250		2		255	178	64			1	expansion\iceglint	1024	6	12	1																											1					1								2																																					1			so0	so0	so0																	0
ml625	625	64		36	57																																																				650		10		255	178	64			1	null	1024	1	16																												1					1																																													1			so0	so0	so0																	0
ml626	626	65		1																																																	10	10			250									1	expansion\baaldeathghostie02	1024	8	6																												1					1																																													8			so36	so0	so0																	0
ml627	627	65		1																																																	10	10			250									1	expansion\baaldeathghostie01	1024	8	6																												1					1																																													8			so36	so0	so0																	0
ml628	628	65		1																																																	10	10			250									1	null	1024	1	8																												1					1																																													1			so36	so0	so0																	0
ml629	629	65		1																																																	10	10			250									1	null	1024	1	8																												1					1																																													1			so36	so0	so0																	0
ml630	630	65		1																																																	10	10			250									1	null	1024	1	8																												1					1																																													1			so36	so0	so0																	0
ml631	631	1		1																																																					455										expansion\baaldeathswirl	1024	36	16																												1					1																																													1			so0	so0	so0																	0
ml632	632	1		1																																																					390		5		255	178	64				expansion\baaldeathhead01	1024	42	12																												1					1																																													1			so464	so0	so0																	0
ml633	633	1		1																																																					390		5		255	178	64				expansion\baaldeathhead02	1024	42	12																												1					1																																													1			so465	so0	so0																	0
ml634	634	1		1																																																					390		5		255	178	64				expansion\baaldeathhead03	1024	42	12																												1					1																																													1			so466	so0	so0																	0
ml635	635	1		1																																																					40									1	expansion\BCeilingChunkFall1	1024	1	16																						1						1																																																		1			so0	so0	so0		ml638															0
ml636	636	1		1																																																					40									1	expansion\BCeilingChunkFall2	1024	1	16																						1						1																																																		1			so0	so0	so0		ml638															0
ml637	637	1		1																																																					40									1	expansion\BCeilingChunkFall3	1024	1	16																						1						1																																																		1			so0	so0	so0		ml638															0
ml638	638	1		1																																																					1365										expansion\BCeilingChunkBreak	1024	12	12																												1																																																		1			so0	so0	so0																	0
ml639	639	66	61	1																																																					200									1	null	1024	1	12																						1						1																																																		1			so0	so0	so0																	0
ml640	640	1		1		13																																											50	bonus vs undead		bonus vs demons	18	30		250	120		5		222	222	255	6		1	blessedhammer	1024	6	16					3			1									1	1	8										1	1			1						4		8					12	8	8	8	8	8	16	8	8	8	8	8																					16			so2373	so2384	so0																	0
ml641	641	8		1																	3	Subloops																															30	30			10	2	4		255	255	255			2	null	1024	2	16					3			1		1							2											1	1	1			1		1			sk276	4																																						64	1			so2434	so0	so0										ml99							0
ml642	642	1	10	1					4	Rand Light Radius Add																																															12		3	1	255	255	255			1	LightningStrike	1024	8	16		1		7													1											1					1								8																		ltng	2	2	2	2	2	2	5	2	2	2	2	2	(skill('sk366'.blvl)*12					64	32			so0	so0	so0	ol1																0
ml643	643	1	10	1																																																	24	24		-1000	13				255	255	255				ElectricNova	1024	13	16					3			1				1	4				1												1	1			1						4		8																		ltng	12	12	12	12	12	12	14	14	14	14	14	14						64	16			so2439	so0	so0																	0
ml644	644	1		1																																																	24	24			40		2		255	178	64	1		1	FireArrow	1024	8	16					3	1		1		1							1				1							1	1	1			1		1				4				128																																		10	32			so2242	so2413	so0																	0
ml645	645	1		1																																																	24	24			40		2		81	81	255	1		1	IceArrow	1024	8	16					3	1		1		1							1				1							1	1	1			1		1				4				128																																		10	32			so2233	so359	so0																	0
ml646	646	1		1																																																	24	24			40		2		255	178	64	1		1	SafeArrow	1024	8	16					3	1		1		1							1				1							1	1	1			1		1				4				128																																		10	32			so2258	so0	so0																	0
ml647	647	1		1																																																	16	16			40		3		143	143	255	3		1	BigheadLightningMissile	1024	3	16					3	1		1		1							1											1	1	1			1						4				128																																			1			so429	so2413	so0		ml33															0
ml648	648	3		2			3	# subloops													3	# subloops																															24	24			15				255	255	255	3			poisonNova	1024	30	16					3	1		1		1							1											1	1	1			1	1	1				4																																							32			so438	so0	so0			ml649							ml649							0
ml649	649	4		3					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															60				128	255	128			1	PoisonSparks	1024	31	16		1	10	19	3			1	1	1	1	1	2				2											1		1			1								4																		pois	30	8	9	10	11	12	30	8	9	10	11	12		400					8			so2595	so0	so0										ml141							0
ml650	650	8		1																																																	24	24			15		3		255	255	255	4		1	Firebolt	1024	5	16					3			1		1							1											1	1	1			1						4				128																																			16			so429	so2413	so0		ml34								ml651							0
ml651	651	1		1																																																					10				255	178	64			1	Flamethrower	1024	15	7					3				1			1	4				1											1					1																																												32	1		82	so2433	so0	so0																	0
ml652	652	18	24	1																	3	Subloops																															24	24			40		3		255	255	255	3		1	BoneSpear	1024	6	16					3			1		1							1											1	1	1			1						4				128																																		6	16			so2449	so2384	so0		ml216	ml248	ml204						ml248			ml204				0
ml653	653	6		6																	4	no light freq																															12	12			7		8		255	178	64			1	groundFireBig	1024	2	16		1	1	2	8			1		1	1						1											1					1								8																																				32	1			so0	so0	so0			ml331							ml331	ml104	ml105					0
ml654	654	1	62	3	58																												10	range							10	range															1										null	1024	1	16																						1																																																								1			so0	so0	so0						ml547							ml547				0
ml655	655	1	63	3	59																												2	increment							2	increment															1										null	1024	1	16																						1																																																								1			so0	so0	so0						ml549							ml549				0
ml656	656	1		1	1																												5	damage radius																							1										null	1024	16	16					3	1											1					1								1			1				1	sk16	5	2	8																		fire																			1			so0	so0	so0																	0
ml657	657	1		1	1																													damage radius																							1										null	1024	16	16					3	1											1					1								1			1				1	sk31	5	2	8																		frze																			1			so0	so0	so0																	0
ml658	658	1		1																																																	20	20			80				255	255	255	1		1	Javelin	1024	1	16					1	1		1		1							1				1							1	1	1				1	1				4		8		128																																		6	32			so259	so0	so0																	0
ml659	659	1		1																																																	30	30			40				255	255	255	1		1	SpikeFiendMissle	1024	2	16					3	1		1		1							1				1							1	1	1									4		8		128																																		10	32			so0	so0	so0																	0
ml660	660	1		1																																																	26	26			40				255	255	255	1		1	Arrow	1024	1	16					3	1		1		1							1				1							1	1	1					1				4		8		128																																		10	32			so309	so0	so0																	0
ml661	661	1		1																																																	12	12			40		2		255	255	255	2			poisonNova	1024	30	16					3	1		1		1							1											1	1	1			1						4		8		128																pois																			32			so438	so0	so0																	0
ml662	662	1		1																																																	14	14			40		2		255	255	255	2		1	Icebolt	1024	6	16					3	1		1		1							1											1	1	1			1						4		8		128																cold																			16			so430	so0	so0		ml30															0
ml663	663	1		1																																																	18	18			40		2		255	255	255	2		1	Firebolt	1024	5	16					3	1		1		1							1											1	1	1			1						4		8		128																fire																			16			so426	so2413	so0		ml29															0
ml664	664	1		1																																																	20	20			40		2		255	255	255	2		1	ChargedBolt	1024	10	16					3	1		1		1					-10		1											1	1	1			1						4		8		128																ltng																			16			so423	so0	so0																	0
ml665	665	1		1																																																	10	10			80		2		255	64	64	1		1	Expansion\impmissile01	1024	10	16					3	1		1		1					-15		1											1	1	1			1						4		8		128																mag																			16			so1890	so1893	so0		ml204															0
ml666	666	8		1																	3	Subloops																															32	32			40		8		178	178	255	1		2	null	1024	2	16					3			1		1							2											1	1	1			1						4		8		128																ltng																		64	1			so433	so0	so0										ml99							0
ml667	667	1		1																																																	5	5			24				255	255	255				GreaterMummyBreath	1024	24	16					3			1		1							2											1		1			1						4		1																		pois	30	8	9	10	11	12	30	8	9	10	11	12		400					8			so0	so0	so0																	0
ml668	668	1		1																																																	10	10			24				255	255	255	3			SandMaggotGooSpit	1024	24	16					3	1		1		1							1											1	1	1									4		1					3	4	4	4	4	4	5	4	4	4	4	4		pois	8	3	3	3	3	3	8	3	3	3	3	3		300				176	16			so1953	so0	so0		ml75															0
ml669	669	1		1																																																	20	20			80		5		255	64	64	1		1	Expansion\impmissile2	1024	8	16					3	1		1		1							1											1	1	1			1						4		8																		fire	23	5	5	5	5	5	33	5	5	5	5	5							16			so1187	so2413	so0		ml34															0
ml670	670	1		1	56																												3	damage radius																							25										null	1024	1	16											1																	1										sk349	5	2	8																		fire																			1			so0	so0	so0						ml674											0
ml671	671	1	55	1																																																					25							1		1	expansion\armageddon_rock	1024	16	16											1											1	1			1															8																																					1			so450	so0	so0													ml673	ml674			0
ml672	672	1		1																																																					25							1		1	expansion\armageddon_fire	1024	16	16																							1			1							1								8																																					1			so0	so0	so0																	0
ml673	673	1		1					5	Damage radius																																															16		5		255	255	255				ExpArrowExplode	1024	16	16					3			1									3											1		1			1						4		8																																					1			so2340	so0	so0																	0
ml674	674	1		1																																																					37		5		255	178	64			1	groundFireSmall	1024	37	16		1	12	36	8				1								2											1					1								2																		fire	10	6	7	8	8	8	14	6	7	8	8	8						32	1		41	so0	so0	so0																	0
ml675	675	1		1							7	Minimum range																																									12	12			30		4		255	178	64	3			Flamethrower	1024	15	16					3			1									1								1			1					1								8																		fire	3	3	3	3	3	3	6	4	4	4	4	4						32	1		82	so2433	so0	so0																	0
ml676	676	1		1																																																	20	20			50		7		255	178	64	1		1	Firebolt	1024	5	16					3	1		1		1							1											1	1	1			1						4		8																		fire	4	13	13	13	13	13	16	14	14	14	14	14							16			so2410	so2413	so0		ml29															0
ml677	677	4		3					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															60				128	255	128			1	PoisonSparks	1024	31	16		1	10	19	3			1		1	1						2											1					1																										pois	30	12	12	12	12	12	30	12	12	12	12	12		500					8			so2595	so0	so0										ml141							0
ml678	678	1	10	1																																																	24	24		-1000	13				255	255	255				ElectricNova	1024	13	16					3			1				1	4				1												1	1			1						4		8																		ltng	1	11	11	11	11	11	20	13	13	13	13	13						64	16			so2439	so0	so0	ol1																0
ml679	679	1	10	1																																																	24	24		-1000	14				81	81	255				FrostNova	1024	14	16					3			1		1		1	4				1												1	1			1					sk346	4																																						48	16			so2422	so0	so0	ol36																0
ml680	680	8	10	1																	3	Subloops																															30	30			25		4		255	255	255	2		2	null	1024	2	16					3	1		1		1							2											1					1					sk185			8																		ltng	15						30	30	50	50	50	50							1			so433	so0	so0	ol1									ml99							0
ml681	681	5		5		3																																											19	softhit chance (128)							90		3	2	255	178	64			1	groundFireMedium	1024	37	16		1	12	36	3				1		1						2	1	12														1								3	1																	fire	10	3	5	6	6	6	14	2	5	6	6	6						32	1		41	so2577	so0	so0																	0
ml682	682	1		1																																																	24	24			50				255	255	255	1			Arrow	1024	1	16					3	1		1		1							1				1							1	1	1					1				4		8		96																																		10	32			so2261	so0	so0																	0
ml683	683	1		1																																																	24	24			50				255	255	255	1			XBowBolt	1024	1	16					3	1		1		1							1				1							1	1	1					1				4		8		96																																		10	32			so317	so0	so0																	0
ml684	684	12		1																	8	intensity	1	duration (sec.)																													75	75			25				255	255	255				null	1024	1	16					3			1				1	4				1							1					1	1								sk423	4																																							1			so1754	so0	so0																	0
ml685	685	1		1	3																												5	damage radius																			45	45			1				255	255	255				null	1024	1	16					3	1		1									1				1	1						1		1			1						5	2	8		128																																			32			so0	so0	so0																	0
ml686	686	6	12	6	9				3	??? Radius																					750	fire duration		disc radius (0 = skill)		damage radius (0 = skill)			750	fire duration		disc radius (0 = skill)	100	disc density									24	24			40		9		255	178	64	1		1	FireArrow	1024	8	16					3	1		1		1							1				1	1						1	1	1			1	1	1			sk27	5	2																			fire																		10	32			so2242	so407	so0			ml69	ml104	ml105	ml230				ml69	ml104	ml105	ml69	ml104	ml105		0
ml687	687	1																																																							60									1	null	1024	1	16						1		1			1																																																																			1			so0	so0	so0																	0
ml688	688	9	18	1	14																59	frames	25	fallrate	15	sliderate								range (0 = skill)	1	flames increment					1	# submissile1	3	# submissile3	15	# submissile4											25									1	GrimWardSmall	1024	1	16								1			1						1					1								1			1					sk363	5	2	8																																					1			so0	so0	so0										ml687	ml689		ml690				0
ml689	689	1																																																							60									1	null	1024	12	16						1		1																									1								8																																					1			so0	so0	so0																	0
ml690	690	1		1					2	none																																															16		4								CorpseExplodeGuts	1024	13	16								1									1						1			1			1	1			1						4		8																																					1			so2458	so0	so0																	0
ml691	691	5		5		3																																											19	softhit chance (128)							90		3	2	255	178	64			1	null	1024	37	16		1	12	36	3				1		1						2	1	12														1								3	1																	fire	15	4	5	6	6	6	25	4	5	6	6	6						32	1		41	so0	so0	so0																	0
ml692	692	1	4	3	5																																																12	12			1				255	255	255				null	1024	1	16					3	1		1									1					1											1					sk14	8		8																																					1			so0	so0	so0						ml693							ml693				0
ml693	693	1	10	1																																																	14	14		-1000	15				255	255	255				ElectricNova	1024	13	16					3			1				1	4				1													1			1						4		8	1																	ltng	1						3	4	8	28	45	62	skill('sk34'.blvl)*20+skill('sk20'.blvl)*20					64	16			so2439	so0	so0	ol1																0
ml694	694	1	9	1	7																												1	heals allies?		"0 = all, 1 = undead, 2 = demons"					1	heals allies?		"0 = all, 1 = undead, 2 = demons"									32	32			18				255	255	255	1		1	holylight001	1024	41	16		1	25	29	3		1	1		1		1	4	-60	-121		1										3	1	1	1			1					sk364	4																																							16			so2381	so2384	so0	ol26												ml204				0
ml695	695	1	9	3	7																												1	heals allies?	3	"0 = all, 1 = undead, 2 = demons"					1	heals allies?	3	"0 = all, 1 = undead, 2 = demons"													10				255	255	255				null	1024	2	16					3		1	1		1							1										3			1			1					sk371	4																																							16			so2381	so2384	so0	ol28												ml204				0
ml696	696	1	14	1	13																													damage radius (0 = skill)		freeze length (0 = skill)																	18	18			24		5		81	81	255	1		1	IceBolt	1024	6	16					3	1		1		1							1											1	1	1			1					sk369	5	2																			cold																			32			so2424	so2430	so0													ml88	ml89			0
ml697	697	1	4	1	5																												20								20												24	24			14		5		81	81	255	1		1	IceArrow	1024	8	16					3	1		1		1							1				1	1						1	1	1			1	1																																											10	32			so2233	so385	so0		ml698				ml698							ml698				0
ml698	698	1	44	1	36																																																10	10			6		6		81	81	255	1		1	IceOrb	1024	16	16					3			1									1					1	1										1						5	2	8																																					1			so0	so2430	so0						ml699							ml699				0
ml699	699	1		1	3																												3	radius (0 = aurarng calc from skill)																							16		6		81	81	255				IceOrbExplode	1024	16	16					3			1		1							1					1	1					1	1	1			1					sk365	5	2	8																		cold																			1			so0	so0	so0																	0
ml700	700	1		1																																																	10	10		-200	7				192	192	192	1			BAYellShockWave01	1024	15	16																	1																1								8		128																																			1			so0	so0	so0																	0
ml701	701	1		1																																																					16		15		255	178	64				ExpArrowExplode	1024	16	16						1		1									1						1			1				1			1						4		8																																					1			so0	so0	so0																	0
ml702	702	1	16	1	30	16															3	Subloops												range (0 = skill)								range (0 = skill)											24	24			20				255	255	255	1		1	MissileHandAxe	1024	8	16					3	1		1		1		1	1				2				1							1	1	1									4		8		128																																		2	32			so259	so0	so0																	0
ml703	703	1	16	1	30	16															3	Subloops												range (0 = skill)								range (0 = skill)											24	24			20				255	255	255	1			MissileDagger	1024	1	16					3	1		1		1		1	1				2				1							1	1	1									4		8		128																																		6	32			so259	so0	so0																	0
ml704	704	1	16	1	30	16															3	Subloops												range (0 = skill)								range (0 = skill)											24	24			40				255	255	255				Javelin	1024	1	16					3	1		1		1		1	1				2				1							1	1	1									4		8		128																																		6	32			so259	so0	so0																	0
ml705	705	1		1																																																					6				255	255	255				null	1024	2	16					3	1		1									1					1						1	1	1			1					sk370	4																																							32			so0	so0	so0																	0
ml706	706	1		1																																																	3	3			2										null	1024	2	16					3	1		1		1							2											1				1							8		8																																					1			so0	so0	so0																	0
ml707	707	1	10	1	3																												3	damage radius							1	explosions radius	1	explosions density													3							1		1	null	1024	5	16					3	1		1		1							1					1						1	1	1			1					sk221	5	2	8																																					16			so0	so0	so0		ml708											ml708				0
ml708	708	1	10	1	1																																																				16		4		81	81	255				null	1024	15	16						1		1									1						1			1				1			1																																													1			so2430	so0	so0																	0
ml709	709	1	1	1	1																												4	damage radius							3	explosions radius	1	explosions density									20	20			38		7		255	178	64	1		1	Fireball	1024	5	16					3	1		1		1		1	2				1											1	1	1			1					sk376	5	2																			fire																			16			so2416	so2419	so0		ml42											ml265				0
ml710	710	1	1	1	1																												4	damage radius							3	explosions radius	1	explosions density									20	20			50		7		255	178	64	1		1	Fireball	1024	5	16					3	1		1		1							1											1	1	1			1					sk62	5	2																			fire																			16			so2416	so2419	so0		ml42											ml265				0
ml711	711	1	10	1	3																												4	damage radius							4	explosions radius	1	explosions density													3							1		1	null	1024	5	16					3	1		1		1							1					1						1	1	1			1					sk389	5	2	8		128																																			16			so0	so0	so0		ml712											ml712				0
ml712	712	1	10	1	1																																																				16		4		81	81	255				null	1024	15	16						1		1									1						1			1				1			1						5	2	8		128																																			1			so0	so0	so0																	0
ml713	713	1		1																																																					1										null	1024	1	16																	1																1					sk381			8																																					1			so0	so0	so0																	0
ml714	714	4		3					2	"Slow drift speed, fourths."	6	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																											4	4			30				128	255	128			1	PoisonSparks	1024	31	16		1	10	19	3			1	1	1	1						2											1					1					sk73					-1																																			8			so2595	so0	so0										ml141							0
