Sound	Index	FileName	Volume	Group Size	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Reverb	Falloff	Cache	Async Only	Priority	Stream	Stereo	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3
so3857	3857	act2\fara\far_act2_gossip_08.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3858	3858	act2\fara\far_act2_gossip_09.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3859	3859	act2\fara\far_act2_gossip_11.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3860	3860	act2\fara\far_act2_gossip_12.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3861	3861	act2\fara\far_act2_gossip_pal.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3862	3862	act2\fara\far_act2_intro.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3863	3863	act2\fara\far_act2_intro_pal.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3864	3864	act2\fara\far_act2_q1_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3865	3865	act2\fara\far_act2_q1_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3866	3866	act2\fara\far_act2_q1_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3867	3867	act2\fara\far_act2_q3_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3868	3868	act2\fara\far_act2_q3_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3869	3869	act2\fara\far_act2_q3_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3870	3870	act2\fara\far_act2_q4_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3871	3871	act2\fara\far_act2_q4_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3872	3872	act2\fara\far_act2_q4_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3873	3873	act2\fara\far_act2_q5_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3874	3874	act2\fara\far_act2_q5_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3875	3875	act2\fara\far_act2_q6_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3876	3876	act2\fara\far_act2_q6_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3877	3877	act2\geglash\geg_buyyouadrink.wav	210	3	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3878	3878	act2\geglash\geg_hey.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3879	3879	act2\geglash\geg_heythere.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3880	3880	act2\geglash\geg_yes.wav	210	2	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3881	3881	act2\geglash\geg_huh.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3882	3882	act2\geglash\geg_youbeentokurast.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3883	3883	act2\geglash\geg_goodmorning.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3884	3884	act2\geglash\geg_goodday.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3885	3885	act2\geglash\geg_goodevening.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3886	3886	act2\geglash\geg_act2_gossip_01.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3887	3887	act2\geglash\geg_act2_gossip_02.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3888	3888	act2\geglash\geg_act2_gossip_03.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3889	3889	act2\geglash\geg_act2_gossip_04.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3890	3890	act2\geglash\geg_act2_gossip_05.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3891	3891	act2\geglash\geg_act2_gossip_06.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3892	3892	act2\geglash\geg_act2_gossip_07.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3893	3893	act2\geglash\geg_act2_gossip_08.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3894	3894	act2\geglash\geg_act2_gossip_bar.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3895	3895	act2\geglash\geg_act2_intro.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3896	3896	act2\geglash\geg_act2_intro_bar.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3897	3897	act2\geglash\geg_act2_q1_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3898	3898	act2\geglash\geg_act2_q1_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3899	3899	act2\geglash\geg_act2_q1_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3900	3900	act2\geglash\geg_act2_q3_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3901	3901	act2\geglash\geg_act2_q3_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3902	3902	act2\geglash\geg_act2_q3_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3903	3903	act2\geglash\geg_act2_q4_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3904	3904	act2\geglash\geg_act2_q4_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3905	3905	act2\geglash\geg_act2_q4_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3906	3906	act2\geglash\geg_act2_q5_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3907	3907	act2\geglash\geg_act2_q5_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3908	3908	act2\geglash\geg_act2_q6_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3909	3909	act2\geglash\geg_act2_q6_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3910	3910	act1\gheed\ghe_greetings.wav	210	3	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3911	3911	act1\gheed\ghe_hello.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3912	3912	act1\gheed\ghe_letsdeal.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3913	3913	act1\gheed\ghe_yes.wav	210	3	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3914	3914	act1\gheed\ghe_mayihelpyou.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3915	3915	act1\gheed\ghe_whatchaneed.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3916	3916	act1\gheed\ghe_goodtoseeyou.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3917	3917	act1\gheed\ghe_goodmorning.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3918	3918	act1\gheed\ghe_goodday.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3919	3919	act1\gheed\ghe_goodevening.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3920	3920	act1\gheed\ghe_act1_gossip_01.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3921	3921	act1\gheed\ghe_act1_gossip_02.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3922	3922	act1\gheed\ghe_act1_gossip_03.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3923	3923	act1\gheed\ghe_act1_gossip_04.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3924	3924	act1\gheed\ghe_act1_gossip_05.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3925	3925	act1\gheed\ghe_act1_gossip_06.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3926	3926	act1\gheed\ghe_act1_gossip_nec.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3927	3927	act1\gheed\ghe_act1_intro.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3928	3928	act1\gheed\ghe_act1_intro_nec.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3929	3929	act1\gheed\ghe_act1_q1_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3930	3930	act1\gheed\ghe_act1_q1_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3931	3931	act1\gheed\ghe_act1_q1_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3932	3932	act1\gheed\ghe_act1_q2_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3933	3933	act1\gheed\ghe_act1_q2_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3934	3934	act1\gheed\ghe_act1_q2_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3935	3935	act1\gheed\ghe_act1_q3_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3936	3936	act1\gheed\ghe_act1_q3_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3937	3937	act1\gheed\ghe_act1_q3_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3938	3938	act1\gheed\ghe_act1_q4_after_scroll.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3939	3939	act1\gheed\ghe_act1_q4_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3940	3940	act1\gheed\ghe_act1_q4_early_scroll.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3941	3941	act1\gheed\ghe_act1_q4_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3942	3942	act1\gheed\ghe_act1_q4_successful_scroll.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3943	3943	act1\gheed\ghe_act1_q5_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3944	3944	act1\gheed\ghe_act1_q5_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3945	3945	act1\gheed\ghe_act1_q5_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3946	3946	act1\gheed\ghe_act1_q6_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3947	3947	act1\gheed\ghe_act1_q6_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3948	3948	act1\gheed\ghe_act1_q6_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3949	3949	act2\griez\gre_greetings.wav	210	2	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3950	3950	act2\griez\gre_needsomehelp.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3951	3951	act2\griez\gre_whogoesthere.wav	210	2	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3952	3952	act2\griez\gre_yescitizen.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3953	3953	act2\griez\gre_comebackthisway.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3954	3954	act2\griez\gre_goodmorning.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3955	3955	act2\griez\gre_goodday.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3956	3956	act2\griez\gre_goodevening.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3957	3957	act2\griez\gre_act2_gossip_01.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3958	3958	act2\griez\gre_act2_gossip_02.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3959	3959	act2\griez\gre_act2_gossip_03.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3960	3960	act2\griez\gre_act2_gossip_04.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3961	3961	act2\griez\gre_act2_gossip_05.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3962	3962	act2\griez\gre_act2_gossip_06.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3963	3963	act2\griez\gre_act2_gossip_07.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3964	3964	act2\griez\gre_act2_gossip_08.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3965	3965	act2\griez\gre_act2_gossip_09.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3966	3966	act2\griez\gre_act2_gossip_10.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3967	3967	act2\griez\gre_act2_gossip_11.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3968	3968	act2\griez\gre_act2_gossip_12.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3969	3969	act2\griez\gre_act2_intro.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3970	3970	act2\griez\gre_act2_q1_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3971	3971	act2\griez\gre_act2_q1_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3972	3972	act2\griez\gre_act2_q1_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3973	3973	act2\griez\gre_act2_q3_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3974	3974	act2\griez\gre_act2_q3_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3975	3975	act2\griez\gre_act2_q3_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3976	3976	act2\griez\gre_act2_q4_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3977	3977	act2\griez\gre_act2_q4_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3978	3978	act2\griez\gre_act2_q4_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3979	3979	act2\griez\gre_act2_q5_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3980	3980	act2\griez\gre_act2_q5_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3981	3981	act2\griez\gre_act2_q6_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3982	3982	act2\griez\gre_act2_q6_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3983	3983	act2\guard\gua_halt.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3984	3984	act2\guard\gua_heyhero.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3985	3985	act2\guard\gua_stayoutoftrouble.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3986	3986	act2\guard\gua_welcome.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3987	3987	act2\guard\gua_youmayenter.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3988	3988	act2\guard\gua_youmaynotpass.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3989	3989	act4\halbu\hal_hello.wav	210	2	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3990	3990	act4\halbu\hal_hailtoyou.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3991	3991	act4\halbu\hal_whatdoyouneed.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3992	3992	act3\hratli\hra_greetings.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3993	3993	act3\hratli\hra_yes.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3994	3994	act3\hratli\hra_returngreeting.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3995	3995	act3\hratli\hra_goodmorning.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3996	3996	act3\hratli\hra_goodday.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3997	3997	act3\hratli\hra_goodevening.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so3998	3998	act3\hratli\hra_act3_gossip_01.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so3999	3999	act3\hratli\hra_act3_gossip_02.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4000	4000	act3\hratli\hra_act3_gossip_03.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4001	4001	act3\hratli\hra_act3_gossip_04.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4002	4002	act3\hratli\hra_act3_gossip_05.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4003	4003	act3\hratli\hra_act3_gossip_06.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4004	4004	act3\hratli\hra_act3_gossip_07.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4005	4005	act3\hratli\hra_act3_gossip_08.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4006	4006	act3\hratli\hra_act3_gossip_09.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4007	4007	act3\hratli\hra_act3_gossip_10.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4008	4008	act3\hratli\hra_act3_gossip_sor.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4009	4009	act3\hratli\hra_act3_intro.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4010	4010	act3\hratli\hra_act3_intro_sor.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4011	4011	act3\hratli\hra_act3_q3_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4012	4012	act3\hratli\hra_act3_q3_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4013	4013	act3\hratli\hra_act3_q3_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4014	4014	act3\hratli\hra_act3_q2_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4015	4015	act3\hratli\hra_act3_q2_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4016	4016	act3\hratli\hra_act3_q2_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4017	4017	act3\hratli\hra_act3_q4_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4018	4018	act3\hratli\hra_act3_q4_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4019	4019	act3\hratli\hra_act3_q4_init.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4020	4020	act3\hratli\hra_act3_q4_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4021	4021	act3\hratli\hra_act3_q1_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4022	4022	act3\hratli\hra_act3_q1_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4023	4023	act3\hratli\hra_act3_q1_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4024	4024	act3\hratli\hra_act3_q5_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4025	4025	act3\hratli\hra_act3_q5_afterva.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4026	4026	act3\hratli\hra_act3_q5_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4027	4027	act3\hratli\hra_act3_q5_earlyva.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4028	4028	act3\hratli\hra_act3_q5_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4029	4029	act3\hratli\hra_act3_q6_after.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4030	4030	act3\hratli\hra_act3_q6_afterva.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4031	4031	act3\hratli\hra_act3_q6_early.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4032	4032	act3\hratli\hra_act3_q6_earlyva.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4033	4033	act3\hratli\hra_act3_q6_successful.wav	210	0	0	0	0	0	1	0	0	1	4	0	0	255	1	0	1	1	0	-1	-1	-1
so4034	4034	act3\ironwolf\iron_asyoucommand1.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so4035	4035	act3\ironwolf\iron_asyoucommand2.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so4036	4036	act3\ironwolf\iron_done.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so4037	4037	act3\ironwolf\iron_immediately.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so4038	4038	act3\ironwolf\iron_willdo1.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so4039	4039	act3\ironwolf\iron_willdo2.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so4040	4040	act3\ironwolf\iron_yes.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
so4041	4041	act3\ironwolf\iron_yes2.wav	210	0	0	0	0	1	0	0	0	1	4	0	0	255	1	0	1	0	0	-1	-1	-1
