Name	description - not loaded	Id	Token	SpawnMax	Selectable0	Selectable1	Selectable2	Selectable3	Selectable4	Selectable5	Selectable6	Selectable7	TrapProb	SizeX	SizeY	nTgtFX	nTgtFY	nTgtBX	nTgtBY	FrameCnt0	FrameCnt1	FrameCnt2	FrameCnt3	FrameCnt4	FrameCnt5	FrameCnt6	FrameCnt7	FrameDelta0	FrameDelta1	FrameDelta2	FrameDelta3	FrameDelta4	FrameDelta5	FrameDelta6	FrameDelta7	CycleAnim0	CycleAnim1	CycleAnim2	CycleAnim3	CycleAnim4	CycleAnim5	CycleAnim6	CycleAnim7	Lit0	Lit1	Lit2	Lit3	Lit4	Lit5	Lit6	Lit7	BlocksLight0	BlocksLight1	BlocksLight2	BlocksLight3	BlocksLight4	BlocksLight5	BlocksLight6	BlocksLight7	HasCollision0	HasCollision1	HasCollision2	HasCollision3	HasCollision4	HasCollision5	HasCollision6	HasCollision7	IsAttackable0	Start0	Start1	Start2	Start3	Start4	Start5	Start6	Start7	EnvEffect	IsDoor	BlocksVis	Orientation	Trans	OrderFlag0	OrderFlag1	OrderFlag2	OrderFlag3	OrderFlag4	OrderFlag5	OrderFlag6	OrderFlag7	PreOperate	Mode0	Mode1	Mode2	Mode3	Mode4	Mode5	Mode6	Mode7	Yoffset	Xoffset	Draw	Red	Green	Blue	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SubClass	Xspace	Yspace	NameOffset	MonsterOK	OperateRange	ShrineFunction	Restore	Parm0	Parm1	Parm2	Parm3	Parm4	Parm5	Parm6	Parm7	Act	Lockable	Gore	Sync	Flicker	Damage	Beta	Overlay	CollisionSubst	Left	Top	Width	Height	OperateFn	PopulateFn	InitFn	ClientFn	RestoreVirgins	BlockMissile	DrawUnder	OpenWarp	AutoMap
chest	spiderlairchesttallLeft	334	xg	1	1								15	1	1					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
chest	spiderlairchestmedright	335	xh	1	1								15	1	1					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
chest	spiderlairchesttallright	336	xi	1	1								15	1	1					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
Steeg Stone	steeg stone	337	y6	1	1									2	2					16								128								1																1								1																															1										1	255	255	255		1							1								2				-50		2		1									15			1	0	100								35								
Guild Vault	guild vault	338	y4	1	1									3	3					1																																1								1																															1										1	255	255	255		1															1				-120		2		1									15			1	0	100				1				36		35						
Trophy Case	trophy case	339	y2	1	1									2	3					1																																1								1																															1										1	255	255	255		1															1				-120		2		1									15			1	0	100								37		36						
Message Board	message board	340	y3	1	1									2	3					1																																1								1																															1										1	255	255	255		1															1				-60		2		1									15			1	0	100								38		40						
Dummy	mephisto bridge	341	xj	1									15	11	5					1	28	1							256																							1	1	1	1					1	1		1	1	1															3		1									1	1	1						-20	-45	1	255	255	255		1															1				-60		2		1	18								4	1		1	0	100	1			18				4		45				1		
portal	hellgate	342	1y	1			1						15	1	1					30	30	30						128	128	128						1		1						15	17	19						1	1	1	1					1	1	1	1	1	1															3		2									1	1	1								1	255	100	100		1							1	1	1						4	16			-60		2		1	18					5	2		12	1		1	1	100	1		1	-40	-80	80	80	46		44						339
Shrine	"manawell, act 3, kurast"	343	xl		1									2	2					1	17	1	1					256	125	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-95		2		1	2	344							4			1	0	100				1	282			2	2	1						310
Shrine	"healthwell, act 3, kurast"	344	xm		1									2	2					1	17	1	1					256	125	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-95		2		1	1	344							4			1	0	100				1	282			2	2	1						310
Dummy	hellfire1	345	e3																	20								140								1								6																																															1										1	255	100	100		1															1								1						5	2		8				1	100										22						
Dummy	hellfire2	346	e4																	20								140								1								8																																															1										1	255	100	100		1															1								1						5	2		8				1	100										22						
Dummy	hellfire3	347	e5																	20								140								1								12																																															1										1	255	100	100		1															1								1						5	2		8				1	100										22						
Dummy	helllava1	348	e6																	20								140								1																																														1									1										1	255	100	100		1															1								1									8				0	100																
Dummy	helllava2	349	e7																	20								140								1																																														1									1										1	255	100	100		1															1								1									8				0	100																
Dummy	helllava3	350	e8																	20								140								1																																														1									1										1	255	100	100		1															1								1									8				0	100																
Dummy	helllightsource1	351	ss																	1																								6																																															1											255	100	100		1															1								1						5	2		8				0	100																
Dummy	helllightsource1	352	ss																	1																								8																																															1											255	100	100		1															1								1						5	2		8				0	100																
Dummy	helllightsource1	353	ss																	1																								10																																															1											255	100	100		1															1								1						5	2		8				0	100																
chest	horadric cube chest	354	xk	1	1								15	1	1					1	4	1							256							1								12								1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	100	100	255		1															1	8			-60		2		1	18					5	2		15	1		1	1	100	1	1		18				39	3	31						318
chest	horadric scroll chest	355	xk	1	1								15	1	1					1	4	1							256							1								12								1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	100	100	255		1															1	8			-60		2		1	18					5	2		15	1		1	1	100	1	1		18				40	3	32						318
chest	staff of kings chest	356	xk	1	1								15	1	1					1	4	1							256							1								12								1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	100	100	255		1															1	8			-60		2		1	18					5	2		15	1		1	1	100	1	1		18				41	3	33						318
Tome	yet another tome	357	TT		1	1	1							1	1					1	3	1	1					256	256	128	128	128	128	128	128																	1	1	1	1					1	1	1	1							1	3									1											1	1	1	1							1	255	255	255		1															1				-80		2		1									1			1	0	100	1	1						42								427
fire	hell brazier	358	E1	1										3	3					20	20							150	150							1	1	1						19	19															1	1	1	1	1	1	1	1													3											1	1									1	255	236	176	1	1							1								2		-7	9	-90		2		1						5	2		8				1	100								11		34			1			
fire	hell brazier	359	E2	1										3	3					20	20							150	150							1	1	1						19	19															1	1	1	1	1	1	1	1													3											1	1									1	255	236	176	1	1							1								2		-7	10	-90		2		1						5	2		8				1	100								11		34			1			
RockPIle	dungeon	360	xn	1	1								15	2	2					1	13	1							256																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				3	3	33						
magic shrine	"magic shrine, act 3,dundeon"	361	qo		1									3	3					13	13	1						256	400							1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2	1			-95		2		1	3	301							4			1	0	100				3	301			2	2	1						310
basket	dungeon	362	xp	1	1								15	1	1					1	13	1							256																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				3	3	33		1		1		
HungSkeleton	outerhell skeleton	363	jw	1	1								15	4	4					1	13	1							200																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								4			1	0	100				18				14	3	2						
Dummy	guy for dungeon	364	ea	1	1								15	2	1					28	15	10						128	128	128						1		1														1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	128			-60		2		1	18								14		1	1	0	100				18				1	3	2						
casket	casket for Act 3 dungeon	365	vb	1	1								15	5	3					1	5								128																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1	1	1								1	255	255	255		1															1						2		1									4			1	0	100								1	3							
sewer stairs	stairs for act 3 sewer quest	366	ve				1							5	5						20								150																													1	1	1	1	1	1	1	1	1	1															1									1	1	1								1	255	255	255		1															1						3		1									4			1	0	100								44		41						223
sewer lever	lever for act 3 sewer quest	367	vf		1									3	5						32								256																													1	1	1	1	1	1	1	1	1	1																								1	1	1								1	255	255	255		1															1						3		1									4			1	0	100								45		42						304
darkwanderer	start position	368	ss																	1																																1	1	1	1	1	1	1	1																																1										1	255	255	255		1															1								1									4			1	0	100										43						
dummy	trapped soul placeholder	369	ss																	1		1																																																										3											1		1									255	255	255		1															1				-70													8			1	0	100									3	46						
Dummy	torch for act3 town	370	VG											1	1					30								256								1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1										1	255	255	255		1							1								2								1						5	2		4			1	1	100																
chest	LargeChestR	371	L1	2									15	1	1					1	13	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			1	1									3											1		1								1	255	255	255		1															1	8			-50	1	2		1	15								15	1		1	0	100	1			15						47		1				
BoneChest	innerhellbonepile	372	y1	1	1								15	1	1					1	13	1							200																							1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1				-60	1	2		1	18								8			1	0	100				18				14	3	2						
Dummy	skeleton spawn for hell            facing ne	373	Qt	1									15	1	1					1	26	1							100																3																																			3											1	1	1								1	255	125	125		1							1								2				-60		2		1					2		2		8				1	100								3	3	26	7					
Dummy	fog act 3 water rfga	374	ud	1									15	1	1					39								100								1																1	1	1	1																									3											1										1	255	255	255		1															1				-60		2		1									12				0	100								11	3							
Dummy	Not used	375	xx	1	1								15	1	3					1	33	1							256																															1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60		2		1	18								15	1		1	0	100				18					3	33						
Hellforge	Forge  hell	376	ux		1		1							3	3					22	22	22	22	22				128	128	128	128	128	128	256	256	1		1		1	1			13	17	19	15	13	13											1	1	1	1	1	1	1	1	1												3											1	1	1	1	1					-10	1	255	236	176		1							1	1	1						4				-85		2		1									8				0	100								49	3	48						
Guild Portal	Portal to next guild level	377	PP		1		1							1	1					15	15	15	15					100	100	100	100					1		1						19	18	19																																		3											1	1	1								1	255	120	120	1	1															2				-70		2		1						5	2		16			1	1	100	1							43								
Dummy	hratli start	378	ss																	1																																1	1	1	1	1	1	1	1																																1										1	255	255	255		1															1								1									4			1	0	100										49						
Dummy	hratli end	379	ss																	1																																1	1	1	1	1	1	1	1																																1										1	255	255	255		1															1								1									4			1	0	100										50						
TrappedSoul	Burning guy for outer hell	380	uy	1	1									2	2					20	8	21	7	1	8			140	120	140	120	1	140			1		1						17	15	17						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																							1	1	1	1	1	1			20	-3	1	255	200	200		1							1								2				-70		2		1	1								8		1		0	100								48	9	51						
TrappedSoul	Burning guy for outer hell	381	15	1	1									2	2					20	8	21	7	1	8			140	120	140	120	1	140			1		1						17	15	17						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																							1	1	1	1	1	1			20	-3	1	255	200	200		1							1								2				-70		2		1	1								8		1		0	100								48	9	51						
Dummy	natalya start	382	ss																	1																																1	1	1	1	1	1	1	1																																1										1	255	255	255		1															1								1									4			1	0	100										52						
TrappedSoul	guy stuck in hell	383	18		1									2	2					20	10	1						133	133							1																1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																							1	1	1								1	255	255	255		1															1				-80		2		1									8		1	1	0	100								3	3	2		1				
TrappedSoul	guy stuck in hell	384	19		1									2	2					20	10	1						133	133							1																1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																							1	1	1								1	255	255	255		1															1				-80		2		1									8		1	1	0	100								3	3	2		1				
Dummy	cain start position	385	ss																	1								128	128																							1	1	1	1	1	1	1	1																																1											255	255	255		1															1				-80		2		1									1		1	1	0	100	1							3	3	54		1				
Dummy	stairsr	386	sv				1						15	10	6					1	9	1							120																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1				-60		5		1									15			1	0	100	1							50	3	53					1	693
chest	arcanesanctuarybigchestLeft	387	y7	1	1								15	1	3					1	4	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100				18				4	3	3		1				
casket	arcanesanctuarycasket	388	y8	1	1								15	1	3					1	6	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100				18				4	3	3		1				
chest	arcanesanctuarybigchestRight	389	y9	1	1								15	3	1					1	4	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100				18				4	3	3		1				
chest	arcanesanctuarychestsmallLeft	390	ya	1	1								15	1	2					1	4	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100				18				4	3	3		1				
chest	arcanesanctuarychestsmallRight	391	yc	1	1								15	2	1					1	4	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100				18				4	3	3		1				
Seal	Diablo seal	392	30		1									5	5					1	20	20							128	128								1							15	17						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1	1	1								1	255	128	128		1							1								2						4		1									8			1	0	100								54		56						306
Seal	Diablo seal	393	31		1									5	5					1	20	20							128	128								1							15	17						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1	1	1								1	255	128	128		1							1								2						4		1									8			1	0	100								52		56						306
Seal	Diablo seal	394	32		1									5	5					1	20	20							128	128								1							15	17						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1	1	1								1	255	128	128		1							1								2						4		1									8			1	0	100								55		56						306
Seal	Diablo seal	395	33		1									5	5					1	20	20							128	128								1							15	17						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1	1	1								1	255	128	128		1							1								2						4		1									8			1	0	100								52		56						306
Seal	Diablo seal	396	34		1									5	5					1	20	20							128	128								1							15	17						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1	1	1								1	255	128	128		1							1								2						4		1									8			1	0	100								56		56						306
chest	sparklychest	397	yf	1	1								15	2	2					1	4	1							256							1								12								1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	100	100	255		1															1	8			-60		2		1	18					5	2		15	1		1	1	100	1	1		18				4	3	57						
Waypoint	waypoint pandamonia fortress	398	yg		1		1							1	1					1	15	15						200	200	160								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		8			1	1	100								23	2	17						
fissure	fissure for act 4 inner hell	399	fh																	12	49	12						256	256							1		1																						1	1	1	1	1	1	1	1																								1	1	1								1	255	255	255		1							1								2								1									8			1	0	100										58						
Dummy	"brazier for act 4, hell mesa"	400	he	1									15	2	2					29								200								1								17								1	1	1	1					1																				3											1										1	255	255	255		1							1								2	8			-60		2		1	1								8				0	100				1				14	3							
Dummy	smoke	401	35																	20								128								1								18																																				1											1										1	180	55	55		1															1				-80		2		1									8				0	100	1								3							
Waypoint	waypoint valleywaypoint	402	yi		1		1							1	1					1	15	15						200	200	160								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		8			1	1	100								23	2	17						307
fire	hell brazier	403	9f	1									15	2	2					20								200								1								17								1	1	1	1					1																				3											1										1	255	255	255		1							1								2	8			-60		2		1	1								8				0	100				1				14	3							
compellingorb	compelling orb	404	55	1	1								15	3	3					29	29	1						128	128							1								17								1	1	1	1					1								1												3											1	1	1								1	255	255	255		1							1	1							3				-60		2		1	1								8				0	100				1				53	3	60						305
chest	khalim chest	405	xk	1	1								15	1	1					1	4	1							256							1								12								1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	100	100	255		1															1	8			-60		2		1	18					5	2		15	1		1	1	100	1	1		18				57	3							318
chest	khalim chest	406	xk	1	1								15	1	1					1	4	1							256							1								12								1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	100	100	255		1															1	8			-60		2		1	18					5	2		15	1		1	1	100	1	1		18				59	3							318
chest	khalim chest	407	xk	1	1								15	1	1					1	4	1							256							1								12								1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	100	100	255		1															1	8			-60		2		1	18					5	2		15	1		1	1	100	1	1		18				58	3							318
Dummy	fortress brazier #1	408	98	1									15	2	2					20								128								1								17								1	1	1	1					1																				3											1										1	255	255	255		1							1								2	8			-60		2		1	1								8				0	100				1					3							
Dummy	fortress brazier #2	409	99	1									15	1	1					20								128								1								17																1																				3											1										1	255	255	255		1							1								2	8			-60		2		1	1								8				0	100				1					3							
Expansion																																																																																																																																																															
Siege Control	To control siege machines	410	zq	1	1								15	1	1					1	5	1							256																							1	1	1						1	1	1	1																	3										1	1	1	1								1	255	255	255		1															1	8			-60		2		1	18								16	1		1	0	100				18				46								
ptox	Pot O Torch (level 1)	411	px											1	1					22	22	22						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
pyox	fire pit  (level 1)	412	py											1	1					22	22	22						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
chestR	expansion no snow	413	6q	1	1								15	2	2					1	5	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16	1			0	100				20				4	3	3		1				
Shrine3wilderness	expansion no snow	414	6r		1									2	2					1	20	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
Shrine2wilderness	expansion no snow	415	6s		1									2	2					13	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
hiddenstash	expansion no snow	416	3w	2	1								15	1	3					1	11	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16				0	100				20				4	3	3		1				
flag wilderness	expansion no snow	417	ym											3	3					27								120	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1															1				-70		2		1									16				0	100	1															
barrel wilderness	expansion no snow	418	yn	1	1								15	1	1					1	8	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16				0	100				20				4	3	3		1				
barrel wilderness	wilderness/siege	419	6t	1	1									1	1					1	8	1						210	160																11							1	1		1	1	1	1	1	1																				3				1							1	1	1								1	255	255	255		1							1								2		2	2	-70	1	2											16				0	100	1							14	3			1		1		
woodchestL	expansion no snow	420	yp	2	1								15	1	3					1	10	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16	1			0	100				20				4	3	3		1				
Shrine3wilderness	expansion no snow	421	yq		1									2	2					20	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
manashrine	expansion no snow	422	yr		1									3	3					1	13	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	172							16				0	100				2	172			2	2	1						310
healthshrine	expansion no snow	423	ys		1									3	3					1	13	1	1					256	125	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-95		2		1	1	282							16				0	100				1	282			2	2	1						310
burialchestL	expansion no snow	424	yt	2	1								15	2	3					1	8	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16				0	100				20				4	3	3		1				
burialchestR	expansion no snow	425	ys	2	1								15	3	2					1	8	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16				0	100				20				4	3	3		1				
well	expansion no snow	426	yv		1	1								4	4					10	10	1						128	128	128	256	256	256	256	256	1	1	1														1	1	1						1	1	1																		3											1	1	1								1	255	255	255		1															1				-70		2		1	750	128	1	3					16				0	100								22	8	16						309
Shrine2wilderness	expansion no snow	427	yw		1									3	3					21	16	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
Shrine2wilderness	expansion no snow	428	yx		1									2	2					1	20	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
Waypoint	expansion no snow	429	yy		1		1							5	5					1	15	15						200	200	100								1							18	19									1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		16				1	100	1							23		17						
ChestL	expansion no snow	430	yz	2	1								15	1	2					1	4	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16	1			0	100				20				4	3	3		1				
woodchestR	expansion no snow	431	6a	2	1								15	2	1					1	10	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16	1			0	100				20				4	3	3		1				
ChestSL	expansion no snow	432	6b	2	1								15	1	2					1	4	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16	1			0	100				20				4	3	3		1				
ChestSR	expansion no snow	433	6c	2	1								15	2	1					1	4	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16	1			0	100				20				4	3	3		1				
etorch1	expansion no snow	434	6d											2	2					22	1	1						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2				-85		2		1									16				0	100									3							
ecfra	camp fire	435	2w											1	1					22	22	22						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
ettr	town torch	436	2x											1	1					22	22	22						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
etorch2	expansion no snow	437	6e											1	1					22	1	1						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2				-85		2		1									16				0	100									3							
burningbodies	wilderness/siege	438	6f											2	2					22	1	1						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1	1	1					4				-85		2		1									16				0	100									3							
burningpit	wilderness/siege	439	6g											3	4					22	1	1						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1	1						4				-85		2		1									16				0	100									3							
tribal flag	wilderness/siege	440	6h											3	1					27								120	60	175	256	256	256	256	256	1																1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1															1				-70		2		1									16				0	100	1								3							
eflg	town flag	441	2y											1	1					21	21	21						128	128	128	128	128	128	128	128	1																1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
chan	chandeleir	442	2z											1	1					11	11	11						128	128	128	128	128	128	128	128	1	1							17									1	1	1	1	1	1	1		1	1	1	1	1	1	1													3											1	1	1						-130		1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
jar1	wilderness/siege	443	6i	1	1									1	1					1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1			1	1	1	1	1	1								1												3			1							1	1	1	1								1	255	255	255		1															1	8	1	1	-55	1	2		1									16				0	100								3	1	2		1		1		
jar2	wilderness/siege	444	6j	1	1									1	1					1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1			1	1	1	1	1	1								1												3			1							1	1	1	1								1	255	255	255		1															1	8	1	1	-55	1	2		1									16				0	100								3	1	2		1		1		
jar3	wilderness/siege	445	6k	1	1									1	1					1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1			1	1	1	1	1	1								1												3			1							1	1	1	1								1	255	255	255		1															1	8	1	1	-55	1	2		1									16				0	100								3	1	2		1		1		
swingingheads	wilderness	446	6L											5	2					21								120	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1															1				-70		2		1									16				0	100	1								3							
pole	wilderness	447	6m											4	4					21								120	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1															1				-70		2		1									16				0	100	1								3							
animated skulland rockpile	expansion no snow	448	6n	2	1								15	5	3					1	22	1							128																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16				0	100				20				4	3	3		1				
gate	town main gate	449	2v		1									1	7					1	25	1						128	128	128	128	128	128	128	128																	1	1	1	1	1	1	1	1	1																				3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100								61	3							
pileofskullsandrocks	seige	450	6o											5	5					22								120	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1															1				-70		2		1									16				0	100	1							14	3							
hellgate	seige	451	6p											3	1					22	22							60	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1							1	1							3				-70		2		1									16				0	100	1								3							
banner 1	preset in enemy camp	452	ao											1	1					16								128	256	128	128	128	128	128	128	1																1	1	1						1	1	1	1																	1											1										1	255	255	255		1															1				-80		2		1	1								16				0	100				1												
banner 2	preset in enemy camp	453	ap											1	1					16								128	256	128	128	128	128	128	128	1																1	1	1						1	1	1	1																	1											1										1	255	255	255		1															1				-80		2		1	1								16				0	100				1												
explodingchest	wilderness/siege	454	6t	1	1									1	3					1	10	1						210	200																11							1	1		1	1	1	1	1	1																				3				1							1	1	1								1	255	255	255		1							1								2		2	2	-70	1	2											16				0	100	1							30	3			1		1		
chest	specialchest	455	6u	1	1								15	2	1					1	6	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16	1			0	100	1	1		18				4	3	57		1				
deathpole	wilderness	456	6v											3	1					23								160	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1															1				-70		2		1									16				0	100	1								3							
Ldeathpole	wilderness	457	6w											3	1					23								160	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1															1				-70		2		1									16				0	100	1								3							
