name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
7sc 	scep		7sc	mac	7sc	100		2	1	40	52							14	2		100		125	65	100		62	46	20199	1285838		308	mac	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	2		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7qs 	scep		7qs	mac	7qs	100		4	1	45	54							14	2	10	100		108	69	120		76	57	23501	1826576		308	mac	gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7ws 	scep		7ws	whm	7ws	100		4	1	37	43							14	2	-10	100		97	70	140		85	66	22870	1988950		308	whm	wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	5		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7sp 	club		7sp	clb	7sp	100		3	1	34	60							14	2		100		133		130		57	42	6793	418201		308	clb	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7ma 	mace		7ma	mac	7ma	100		4	1	45	54							14	2		100		145	46	120		63	47	14765	964195		308	mac	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7mt 	mace		7mt	mac	7mt	100		4	1	45	55							14	2	10	100		153	44	144		70	52	15674	1134680		308	mac	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7fl 	mace		7fl	fla	7fl	100		4	1	11	80							14	2	-10	100		125	77	130		76	57	19532	1524932		308	fla	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	5				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7wh 	hamm		7wh	whm	7wh	100		4	1	50	61							14	2	20	110		189		130		82	61	14388	1223316		308	whm	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	4				so246	12	so246			5	0					178	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7m7 	hamm	2han	7m7	mau	7m7	100		4	1				1	77	106			17	4	10	110		225		120		69	51	12156	875764		308	mau	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7gm 	hamm	2han	7gm	mau	7gm	100		3	1				1	33	180			17	3	20	110		253		120		85	65	17821	1559785		308	mau	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7ss 	swor		7ss	ssd	7ss	100		3	1	31	59							14	2		75	75	150	88	68		56	42	15680	908580		308	ssd	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7sm 	swor		7sm	scm	7sm	100		3	1	26	46							14	2	-20	75	75	138	95	64		61	45	16103	1015283		308	scm	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7sb 	swor		7sb	scm	7sb	100		3	1	33	45							14	2	-10	75	75	109	122	84		63	47	22785	1469455		308	scm	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7fc 	swor		7fc	flc	7fc	100		4	1	28	68							14	2	10	75	75	142	105	84		69	51	18479	1312051		308	flc	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7cr 	swor		7cr	crs	7cr	100		2	1	31	35							14	2	-30	75	75	25	136		1	73	54	25680	1913640		308	crs	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6				so246	12	so246			5	0	5					7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8		xxx	xxx	1	
7bs 	swor		7bs	bsd	7bs	100		4	1	37	53							14	2		75	75	142	112	84		78	58	19044	1526932		308	bsd	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7ls 	swor		7ls	lsd	7ls	100		4	1	5	77							14	2	-10	75	75	99	109	88		82	61	14306	1216592		308	lsd	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7wd 	swor		7wd	flc	7wd	100		4	1	40	50							14	2		75	75	147	124	88		85	66	20187	1760895		308	flc	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
72h 	swor	2han	72h	clm	72h	100		4	1	22	56	1	1	50	94			17	3	-15	110		175	100	88		59	44	23789	1435551		308	clm	2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7cm 	swor	2han	7cm	clm	7cm	100		4	1	22	62	1	1	67	96			17	3	-5	110		171	104	100		66	49	14391	985306		308	clm	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7gs 	swor	2han	7gs	gsd	7gs	100		4	1	15	75	1	1	55	118			17	3		110		185	87	100		71	53	16331	1197501		308	gsd	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7b7 	swor	2han	7b7	clm	7b7	100		4	1	24	54	1	1	71	83			17	3	-10	110		163	103	80		77	57	19939	1576303		308	clm	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7fb 	swor	2han	7fb	clm	7fb	100		4	1	26	70	1	1	61	121			17	3	10	110		182	95	100		80	60	24800	2026500		308	clm	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	5				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7gd 	swor	2han	7gd	gsd	7gd	100		4	1	25	65	1	1	58	115			17	3	5	110		189	110	100		85	63	22259	1937015		308	gsd	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7dg 	knif		7dg	dgr	7dg	100		2	1	25	51							14	1	-20	75	75	38	75	72		58	43	12429	752382		309	dgr	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	1				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7di 	knif		7di	dir	7di	100		2	1	39	55							14	1		75	75	55	98	110		70	52	17988	1296660		309	dir	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	1				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7kr 	knif		7kr	dir	7kr	100		2	1	17	59							14	1	-20	75	75	42	86	72		83	62	13729	1183507		309	dir	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7bl 	knif		7bl	dgr	7bl	100		3	1	33	49							14	1	-10	75	75	65	67	94		85	66	16076	1411460		309	dgr	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7tk 	tkni		7tk	dgr	7tk	100		2	1	23	54					23	54	15	1		75	75	48	141	12		64	48	215	48260		308	dgr	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	40	200	75	flptkn	invtkn						primarily thrown		so244	12	so244			5	0					36	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7ta 	taxe		7ta	hax	7ta	100		2	1	17	65					15	66	15	1	10	75	75	88	108	30		56	42	230	43380		308	hax	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	16	180	32	flptax	invtax						primarily thrown		so244	12	so244			5	0					35	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
7bk 	tkni		7bk	dgr	7bk	100		2	1	27	35					23	39	15	1	-20	75	75	45	142	40		77	57	248	60096		308	dgr	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	30	200	60	flpbkf	invbkf	invtk3					primarily thrown		so244	12	so244			5	0					36	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7b8 	taxe		7b8	hax	7b8	100		2	1	11	56					7	60	15	1	-10	75	75	96	122	32		80	60	251	62580		308	hax	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	16	180	24	flpbal	invbal						primarily thrown		so246	12	so246			5	0					35	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7ja 	jave		7ja	jav	7ja	100		4	1	21	57					28	55	14	2	-10	75	75	98	123	20		54	40	211	40894		308	jav	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	30	100	60	flpjav	invjav						primarily thrown		so225	12	so225			5	0					1	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7pi 	jave		7pi	pil	7pi	100		4	1	14	64					21	75	14	2		75	75	118	112	24		62	46	220	47140		308	pil	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	25	90	50	flppil	invpil						primarily thrown		so225	12	so225			5	0					37	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7s7 	jave		7s7	jav	7s7	100		4	1	33	63					40	62	14	2	10	75	75	127	95	28		71	53	232	54472		308	jav	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	20	80	40	flpssp	invssp						primarily thrown		so225	12	so225			5	0					37	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7gl 	jave		7gl	glv	7gl	100		4	1	19	60					30	85	14	2	20	75	75	89	137	32		79	59	241	61039		308	glv	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	8	75	20	flpglv	invglv						primarily thrown		so225	12	so225			5	0					37	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7ts 	jave		7ts	pil	7ts	100		4	1	27	35					11	77	14	2	-10	75	75	76	145	36		85	65	199	61915		308	pil	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	32	80	80	flptsp	invtsp						primarily thrown		so225	12	so225			5	0					37	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7sr 	spea	2han	7sr	spr	7sr	100		4	1				1	35	119			17	3	-10	75	75	155	120	90		58	43	15900	953700		308	spr	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7tr 	spea	2han	7tr	tri	7tr	100		4	1				1	29	144			17	3		75	75	168	97	105		66	49	17347	1180402		308	tri	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7br 	spea	2han	7br	brn	7br	100		4	1				1	42	92			17	4	-20	75	75	132	134	84		74	55	14658	1124192		308	brn	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7st 	spea	2han	7st	tri	7st	100		4	1				1	18	155			17	4		75	75	122	163	75		83	62	17248	1475584		308	tri	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7p7 	spea	2han	7p7	pik	7p7	100		4	1				1	33	178			17	4	20	75	75	165	106	75		85	66	16070	1410950		308	pik	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6		3 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7o7 	pole	2han	7o7	hal	7o7	100		4	1				1	28	145			17	3		75	75	195	75	100		60	45	9871	624760		308	hal	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7vo 	pole	2han	7vo	hal	7vo	100		4	1				1	17	165			17	3	10	75	75	210	55	100		64	48	12822	855108		308	pax	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7s8 	pole	2han	7s8	scy	7s8	100		4	1				1	12	141			17	3	-10	75	75	152	118	130		71	53	11086	825106		308	scy	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	5		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7pa 	pole	2han	7pa	hal	7pa	100		4	1				1	33	150			17	3	10	75	75	165	103	130		79	59	16509	1346211		308	pax	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7h7 	pole	2han	7h7	pax	7h7	100		4	1				1	46	127			17	4		75	75	179	99	110		84	63	21554	1855036		308	hal	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7wc 	pole	2han	7wc	scy	7wc	100		3	1				1	40	114			17	4	-10	75	75	188	140	110		85	66	17692	1548820		308	scy	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
6ss 	staf	2han	6ss	bst	6ss	100		2	1				1	69	85			17	2	-10	110		25		80		58	43	8154	504432	1		bst	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8		xxx	xxx	1	
6ls 	staf	2han	6ls	sst	6ls	100		2	1				1	75	107			17	3	10	110		63	35	90		66	49	5367	389722	1		sst	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6cs 	staf	2han	6cs	cst	6cs	100		2	1				1	80	93			17	3		110		44	37	105		74	55	9048	709052	1		cst	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6bs 	staf	2han	6bs	sst	6bs	100		2	1				1	65	108			17	3		110		52	27	120		83	62	7986	706838	1		sst	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6ws 	staf	2han	6ws	lst	6ws	100		2	1				1	83	99			17	3	10	110		34		78		85	66	10001	895085	1		lst	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	6		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6sb 	bow		6sb	sbw	6sb	100		2	1				1	25	55			13		5		100	64	143	20	1	55	41	21091	1190005			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6hb 	bow		6hb	sbw	6hb	100		2	1				1	23	45			13		-10		100	76	119	32	1	60	45	21350	1313500			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6lb 	bow		6lb	lbw	6lb	100		2	1				1	16	65			13				100	52	188	28	1	63	47	25610	1647430			lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6cb 	bow		6cb	lbw	6cb	100		2	1				1	13	57			13		-10		100	121	107	36	1	68	51	17743	1243024			lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6s7 	bow		6s7	sbb	6s7	100		2	1				1	36	44			13				100	89	132	40	1	72	54	24605	1810060			sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6l7 	bow		6l7	lbb	6l7	100		2	1				1	17	69			13		10		100	97	121	44	1	77	57	18105	1435085			lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6sw 	bow		6sw	sbb	6sw	100		2	1				1	22	58			13				100	72	146	48	1	80	60	15042	1245860			sbb	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6lw 	bow		6lw	lbb	6lw	100		2	1				1	11	75			13		10		100	134	167	55	1	85	63	19375	1691875			lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6lx 	xbow		6lx	lxb	6lx	100		2	1				1	36	90			19		-10		100	83	155	30	1	57	42	19512	1143184		310	lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	3		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6mx 	xbow		6mx	lxb	6mx	100		2	1				1	35	110			19				100	117	105	40	1	67	50	22305	1530435		310	lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	4		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6hx 	xbow		6hx	hxb	6hx	100		2	1				1	43	114			19		10		100	163	77	50	1	75	56	26065	1994875		310	hxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
6rx 	xbow		6rx	hxb	6rx	100		2	1				1	39	60			19		-60		100	141	98	40	1	84	63	25851	2215984		310	hxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
ob1 	orb		ob1	ob1	ob1	100		2	1	2	5							14		-10	100				40		1		168	3168	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8		xxx	xxx	1	
ob2 	orb		ob2	ob1	ob2	100		3	1	3	8							14		-10	100				60		8		463	10204	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
ob3 	orb		ob3	ob3	ob3	100		3	1	4	10							14			100				70		12	8	766	17692	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
ob4 	orb		ob4	ob4	ob4	100		4	1	5	12							14			100				80		17	13	1223	31791	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
ob5 	orb		ob5	ob4	ob5	100		5	1	8	18							14		10	100				100		24	18	1985	62140	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
am1 	abow		am1	am1	am1	100		3	1				1	8	14			13				100	30	45	48	1	18	14	2500	56500		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255			5	8		xxx	xxx	1	
am2 	abow		am2	am2	am2	100		3	1				1	10	21			13		10		100	35	60	55	1	27	20	3575	112525		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
