Id	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Utrans	Utrans(N)	Utrans(H)	Heart	BodyPart	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	EOL
ms299	3	2	96	3	3		1	hth	3		lit		lit	lit				lit	lit	lit	lit						1		1	1				1	1	1	1					7	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1	2	1		255	255	255				xxx	xxx	1			NU		0
ms300	3	2	96	3	3		1	hth	3		lit		lit	lit				lit	lit	lit	lit						1		1	1				1	1	1	1					7	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1	2	1		255	255	255				xxx	xxx	1			NU		0
ms301	1	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1			2	1		255	255	255				xxx	xxx	1			NU		0
ms302	1	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1			2	1		255	255	255				xxx	xxx	1			NU		0
ms303	1	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1			2	1		255	255	255				xxx	xxx	1			NU		0
ms304	3	3	96	3	3			hth	3		lit							lit									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				1	7	255	90					xxx	xxx	1			NU		0
ms305	3	3	96	3	3			hth	3		lit							lit									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				1	7	255	228	132				xxx	xxx	1			NU		0
ms306	3	3	96	3	3			hth	3		lit							lit									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				1	7	255	255	255				xxx	xxx	1			NU		0
ms307	3	2	96	3	3		1	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1		255	255	255				xxx	xxx	1			NU		0
ms308	3	2	96	3	3		1	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1		255	255	255				xxx	xxx	1			NU		0
ms309	3	2	96	3	3		1	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1		255	255	255				xxx	xxx	1			NU		0
ms310	3	2	144	2	2		2	fgt	3	"col,hod,hrn"	lit		med	med		"flc,lsd,bsd,smc"		rsp	lsp							1	1		1	1		1		1	1							7	1	1	1	1	1		1				1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			4	255	255	255				xxx	xxx	1			NU		0
ms311	3	2	144	2	2		2	hth	3	"col,hod,hrn"	lit		med	med		"flc,lsd,bsd,smc"		rsp	lsp	"pos,fir,col,unh"						1	1		1	1		1		1	1	1						8	1	1	1	1	1				1		1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			4	255	255	255				xxx	xxx	1			NU		0
ms312	3	2	144	2	2		2	mgk	3	"col,hod,hrn"	lit		med	med				rsp	lsp	"pos,fir,col,unh"	"pos,fir,col,unh"					1	1		1	1				1	1	1	1					8	1	1	1	1					1	1	1		1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			4	255	255	255				xxx	xxx	1			NU		0
ms313	3	1	96	3	3			hth	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255				xxx	xxx	1			NU		0
ms314	3	1	96	3	3			hth	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255				xxx	xxx	1			NU		0
ms315	3	1	96	3	3			hth	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255				xxx	xxx	1			NU		0
ms316	3	1	96	3	3			hth	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255				xxx	xxx	1			NU		0
ms317	3	1	96	3	3			hth	3		lit														lit		1														1	2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255				xxx	xxx	1			NU		0
ms318		1	96					hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1					1			1											255	255	255				xxx	xxx	1			NU		0
ms319		1	96					hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1					1			1					1						255	255	255				xxx	xxx	1			NU		0
ms320		1	96					hth	3		lit																1															1															1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1								1					1						255	255	255				xxx	xxx	1			NU		0
ms321	3	3	128	3	3			hth	3		lit							lit									1							1								2	1	1									1	1	1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1													1						1						255	255	255				xxx	xxx	1			NU		0
ms322	3	3	128	3	3			hth	3		lit							lit									1							1								2	1	1									1	1	1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1													1						1						255	255	255				xxx	xxx	1			NU		0
ms323	3	3	128	3	3			hth	3		lit							lit									1							1								2	1	1									1	1	1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1													1						1						255	255	255				xxx	xxx	1			NU		0
ms324	3	3	128	3	3			hth	3		lit							lit									1							1								2	1	1									1	1	1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1													1						1						255	255	255				xxx	xxx	1			NU		0
ms325	3	3	128	3	3			hth	3		lit							lit									1							1								2	1	1									1	1	1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1													1						1						255	255	255				xxx	xxx	1			NU		0
ms326	1	3	128					hth	3		lit																1															1	1	1			1				1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																1						255	255	255				xxx	xxx	1			NU		0
ms327	3	3	128					hth	3		lit																1															1	1	1			1	1			1	1			1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1																			1						255	255	255				xxx	xxx	1			NU		0
ms328	3	3	128					hth	3		lit																1															1	1	1			1	1			1	1			1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1																			1						255	255	255				xxx	xxx	1			NU		0
ms329	1	3	128					hth	3		lit																1															1	1	1			1				1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																1						255	255	255				xxx	xxx	1			NU		0
ms330	1	3	128					hth	3		lit																1															1	1	1			1				1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																1						255	255	255				xxx	xxx	1			NU		0
ms331		2	96	2	2			hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8																	1										1	1				1	1		2			255	255	255				xxx	xxx	1			NU		0
ms332	1	1	96	2	2			hth	3		lit																1															1	1	1							1				1				1	1	8	8	1	8	8	8	1	8	8	8	1	8	8	8													1																			1						255	255	255				xxx	xxx	1			NU		0
ms333	3	3	112	2	2			hth	3		lit																1	1	1	1				1								5																	1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1				1	1					1	1			2		255	255	255	5	5	5	xxx	xxx	1			NU		0
ms334	3	3	128	3	3			hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1				1		255	255	255				xxx	xxx	1			NU		0
ms335	3	3	128	3	3			hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1				1		255	255	255				xxx	xxx	1			NU		0
ms336	3	3	128	3	3			hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1				1		255	255	255				xxx	xxx	1			NU		0
ms337	3	3	128	3	3			hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1				1		255	255	255				xxx	xxx	1			NU		0
ms338	3	2	96	2	2		2	hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1		1			1					1					1	1	1	2		5	255	255	255				xxx	xxx	1			NU		0
ms339		1	96					hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1					1								1	1					255	255	255				xxx	xxx	1			NU		0
ms340	3		96	1	1			hth	3		lit																1															1	1	1		1					1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1	1	1		1		1										1						255	255	255				xxx	xxx	1			NU		0
ms341	3		96	1	1			hth	3		lit																1															1	1	1		1					1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1	1	1		1		1										1						255	255	255				xxx	xxx	1			NU		0
ms342	3		96	1	1			hth	3		lit																1															1	1	1		1					1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1	1	1		1		1										1						255	255	255				xxx	xxx	1			NU		0
ms343	3		96	1	1			hth	3		lit																1															1	1	1		1					1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1	1	1		1		1										1						255	255	255				xxx	xxx	1			NU		0
ms344	3		96	2	2			hth	3		lit							lit									1							1								2	1	1		1					1				1				4	4	1	4	1	1	1	1	4	1	1	1	4	1	1	1													1			1	1			1		1										1						255	255	255				xxx	xxx	1			NU		0
ms345	3	2	96	2	2			hth	3		lit																1															1	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2			255	255	255				xxx	xxx	1			NU		0
ms346	3	2	96	2	2			hth	3		lit																1															1	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2			255	255	255				xxx	xxx	1			NU		0
ms347	3	2	96	2	2			hth	3		lit																1															1	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2			255	255	255				xxx	xxx	1			NU		0
ms348	3	2	128	2	2			hth	3		lit																1															1	1	1			1								1				16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1				1				1	1	1							1	1	1						255	255	255				xxx	xxx	1			NU		0
ms349	3	2	128	2	2			hth	3		lit																1															1	1	1			1								1				16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1				1				1	1	1							1	1	1						255	255	255				xxx	xxx	1			NU		0
ms350	3	2	128	2	2			hth	3		lit																1															1	1	1			1								1				16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1				1				1	1	1							1	1	1						255	255	255				xxx	xxx	1			NU		0
ms351	3	1	96					hth	3		lit							lit									1							1								2	1	1			1					1			1		1		8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1																			1					4	255	138					xxx	xxx	1			NU		0
ms352	3	1	96					hth	3		lit							lit									1							1								2	1	1			1					1			1		1		8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1																			1					4	255	138					xxx	xxx	1			NU		0
ms353	3	1	96					hth	3		lit							lit									1							1								2	1	1			1					1			1		1		8	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1																			1					4	255	138					xxx	xxx	1			NU		0
ms354	2	3	128	2	2		2	hth	3		lit																1															1	1	1			1								1				1	1	8	8	1	8	8	8	8	8	8	8	1	8	8	8													1				1					1										1						255	255	255				xxx	xxx	1			NU		0
ms355	2	2	128					hth	3		lit																1															9	1	1			1				1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																1	1					255	255	255				xxx	xxx	1			NU		0
ms356	3	2	96	2	2			hth	3																		1							1								2	1	1	1	1	1								1	1	1		4	1	8	1	1	8	8	8	8	8	8	8	4	8	8	1													1				1					1					1					1				1	5	255	255	255				xxx	xxx	1			NU		0
ms357	3	2	96	2	2			hth	3																		1							1								2	1	1	1	1	1								1	1	1	1	4	1	8	1	1	8	8	8	8	8	8	8	4	8	8	1													1				1					1					1					1				1	5	255	255	255				xxx	xxx	1			NU		0
ms358	3	2	96	2	2			hth	3																	1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1					1	1	1	1			255	255	255				xxx	xxx	1			NU		0
ms359	3	2	96	2	2			1hs	3	lit	lit				lsd		buc									1	1				1		1									4	1	1	1	1	1			1					1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1									1					1					1	1	1			5	255	255	255				xxx	xxx	7	11		NU		0
ms360	3	3	96	3	3		2	hth	3		lit				"flb,wax,wsc,wsd"												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1	10	11	NU		0
ms361	3	3	96	3	3		2	hth	3		lit				"flb,wax,wsc,wsd"												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1	10	11	NU		0
ms362	3	3	96	3	3		2	hth	3		lit				"flb,wax,wsc,wsd"												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1	10	11	NU		0
ms363	3	2	80	2	2			1hs	3	"lit,med,hvy"	"lit,hvy"	"lit,hvy"	"lit,des,med,hvy"	"lit,des,med,hvy"	"hax,axe,mac,fla,scm,nil,buc,lrg,kit,nil,lit"		"nil,buc,lrg,kit,sml"	"nil,lit"	"nil,lit"							1	1	1	1	1	1		1	1	1							9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1										1		1				255	255	255	255	255	255	xxx	xxx	1			NU		0
ms364	3	2	80	2	2			hth	3	"lit,med,hvy"	"lit,hvy"	"lit,hvy"	"lit,des,med,hvy"	"lit,des,med,hvy"				"nil,lit"	"nil,lit"		"pos,cld,fir,lht"	"pos,cld,fir,lht"				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1										1		1			5	255	255	255	255	255	255	xxx	xxx	1			NU		0
ms365	3	3	72	2	2			hth	1		lit																1															1	1	1	1		1								1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1					1				1		255	255	255				xxx	xxx	1			NU		0
ms366	1	2	96					hth	3		lit							lit	lit								1							1	1							3	1	1											1				1	1	8	8	8	8	8	8	1	1	8	8	1	8	8	8													1						1													1						255	255	255				xxx	xxx	1			NU		0
ms367	4	4	144	2	2			hth	3		lit		lit	lit													1		1	1												3		1													1		1	1	8	8	8	8	8	8	8	8	8	8	1	8	8	8		1						1	-100	-20	60	100	1				1											1				1	1				11	255	255	255				xxx	xxx	1			NU		0
ms368	1	2	96	3	3			hth	3		lit							lit									1							1								2	1	1	1										1				1	8	1	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1	1									1					1	1	1				255	255	255				xxx	xxx	1			NU		0
ms369	1	3	128					hth	3		lit																1															1	1	1			1				1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																1						255	255	255				xxx	xxx	1			NU		0
ms370	3	2	96	3	3			hth	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms371	4	3	128	1	1			hth	3		lit							lit									1							1								2	1	1			1								1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1					1								1	1	1		1				255	255	255				xxx	xxx	1			NU		0
ms372	3	3	128	3	3			hth	3		lit																1															1	1	1			1								1				16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1				1					1								1	1	1						255	255	255				xxx	xxx	1			NU		0
ms373	3	2	96	2	2			1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		jav	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255				xxx	xxx	1			NU		0
ms374	3	2	96	2	2			1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		jav	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255				xxx	xxx	1			NU		0
ms375	3	2	96	2	2			1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		jav	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255				xxx	xxx	1			NU		0
ms376	3	2	96	2	2			1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		jav	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255				xxx	xxx	1			NU		0
ms377		2	96	2	2			hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1	1									1	1				1	1		2			255	255	255				xxx	xxx	1			NU		0
ms378		2	96	2	2			hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1	1									1	1				1	1		2			255	255	255				xxx	xxx	1			NU		0
ms379	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		cld	cld				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5		60	255				xxx	xxx	1			xx	sk158	0
ms380	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		cld	cld				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5		60	255				xxx	xxx	1			xx	sk158	0
ms381	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		cld	cld				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5		60	255				xxx	xxx	1			xx	sk158	0
ms382	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		cld	cld				1	1	1	1	1				1			1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5		60	255				xxx	xxx	1			xx	sk158	0
ms383	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		fir	fir				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	255	138					xxx	xxx	1			xx	sk158	0
ms384	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		fir	fir				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	255	138					xxx	xxx	1			xx	sk158	0
ms385	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		fir	fir				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	255	138					xxx	xxx	1			xx	sk158	0
ms386	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		fir	fir				1	1	1	1	1				1			1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	255	138					xxx	xxx	1			xx	sk158	0
ms387	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		lht	lht				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	255	255	255				xxx	xxx	1			xx	sk158	0
ms388	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		lht	lht				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	255	255	255				xxx	xxx	1			xx	sk158	0
ms389	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		lht	lht				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	255	255	255				xxx	xxx	1			xx	sk158	0
ms390	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		lht	lht				1	1	1	1	1				1			1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	255	255	255				xxx	xxx	1			xx	sk158	0
ms391	3	2	96	2	2		2	hth	3		lit				"hal,pax,btx"												1				1											2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2			255	255	255				xxx	xxx	1			NU		0
ms392	2	3	128	3	3			hth	3		lit							lit									1							1								2	1	1											1				1	1	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1												1				255	255	255				xxx	xxx	1			NU		0
ms393	2	3	128	3	3			hth	3		lit							lit									1							1								2	1	1											1				1	1	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1												1				255	255	255				xxx	xxx	1			NU		0
ms394	3	2	96	2	2			1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		opl	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255				xxx	xxx	1			NU		0
