skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk386	386		sd11	4										ml40																																																															so0	so0			so0	so0	so0		so0		so0				11					ml40													1	4		rng		miss										A1	A1	xx				1																			so0			6	20					sk6								1		1					4	16	1	1																																18	damage synergy	1	10	9						7	128														cold	12	2	3	16	32	84	16	4	5	18	34	88	(skill('sk21'.blvl)+skill('sk31'.blvl))*par8	100	30	30	30				384	40000
sk387	387													ml707																																																															so0	so0			so0	so0	so0		so0		so0									ml707													1	5		none												A1	A1	A1																	1						so0			1														1										1																																	damage synergy	1								8																																					
sk388	388													ml710																																																															so0	so0			so0	so0	so0		so0		so0									ml710													1			none												SC	SC	SC																							so0			1														1										1																																		1								8																																					
sk389	389				163																																																																								so0	so0			so0	so0	so0		so0		so0																						1	5		none												A1	A1	A1																	1						so0			1														1										1										0	extra phys dmg%			4	range																		damage synergy	1				5	1			8	128																																				
sk390	390				66																42371	st28	st28		80	is171	stat('is369'.accr)	is39	-min(ln34,150)	is43	-min(ln34,150)	is41	-min(ln34,150)																																												so0	so0			so0	so0	so0		so0		so0																						1	6		none		mele												xx	5		1																				so0			1																					8			1	1	1		50														20	radius		additional radius per level	30	% resist reduction	5	% resist reduction per level	40	min % AC reduction	100	max % AC reduction					1								8																																					
sk391	391		sd236		18																	st159		ln56		is39	ln12	is43	ln12	is41	ln12	is45	ln12	is109	ln34	is36	ln78/2											is181	2																												so2301	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1													1						so0			1	20																			1	8	10		1	1																	2	min Elemental resistance	2	max elemental resist	10	min curse length reduction	2	max curse length reduction	750	duration		Duration per level	1	damage resist %	1	damage resist % per level	1								8																																		1		640	50000
sk392	392													ml715																																																															so0	so0			so0	so0	so0		so0		so0									ml715													1			none												SQ	SQ	xx																	1						so0			1																								1																par8	shots fired	12	minimum damage	20	max damage	4	increase in dam/level (min & max)									12	Shots Fired	1								8																																					
sk393	393				163																																																																								so0	so0			so0	so0	so0		so0		so0																						1	5		none												A1	A1	xx				1													1						so0			1														1						1	8	4	1	1										0	extra phys dmg%			3	range																			1				5	2			8	128																																				
sk394	394		sd238	69	167																																																																								so0	so0			so0	so0	so0		so0		so0				54	103																				rng		weap										RN	RN	RN				1																			so0			1									1					1							8			1								1																										1								8	128																																				
sk395	395				65																73731	st202	st202		80	is445	1																																																		so0	so0			so0	so0	so0		so0		so0																					1	1	8		none														xx																							so0			30	20																				8			1	1	1		50														16	radius	2	additional radius per level	50	min % resist	120	max % resist									1								8																25	4	3	2	1	1	5	2	2	1	1	1									896	80000
sk396	396				65																73731	st203			10	is37	200*stat('is445'.accr)+1	is41	200*stat('is445'.accr)+1	is43	200*stat('is445'.accr)+1	is39	200*stat('is445'.accr)+1	is45	200*stat('is445'.accr)+1	is36	200*stat('is445'.accr)+1																																								so0	so0			so0	so0	so0		so0		so0																					1	1	8		none														xx																							so0			1	20																				8			1	1	1		25														16	radius	2	additional radius per level	35	min % resist	150	max % resist									1								8																45	4	3	2	1	1	5	3	3	2	2	2									256	30000
sk397	397			53	95												ml723																																																												so0	so0			so0	so0	so0		so0		so0					54					ml144	ml145											1			none												SQ	SQ	S1																							so0			1																								1												par1	length of fire	2	density			15	frame length															1								8																																					
sk398	398				23												ml724	ml724	ml724			st13		ln12		is96	ln34																																																		so2399	so0			so0	so0	so0		so0		so0	ol30								ml67	ml69	ml104	ml105										1	3		none												SC	SC	xx																	1						so0			12	20																			1	7	22	1	1																		15000	Min Frames	25	frames per level	5	frw base	1	frw per level					1	damage synergy	4	damage synergy	1								4															fire	50	2	3	4	6	9	100	2	3	4	6	9	skill('sk37'.blvl)*par8+skill('sk51'.blvl)*par7								512	50000
sk399	399				124												ml577	ml577	ml577			st145		ln12+skill('sk234'.blvl)*par7	par3																																																				so2333	so0			so0	so0	so0		so0		so0	ol195					92				ml579	ml578			20	frames	25	fall rate	15	slide rate			1			none												SC	SC	xx				1	4																		so0			30	20					sk244	sk250		1											1	8	35		1																		15000	base duration		duration per level	25	radius to drop meteors	4	frame delay between rocks					50	duration synergy	12	damage synergy	1								8		400	10	13	16	21	25	550	10	15	18	23	27	((skill('sk0'.blvl)+skill('sk229'.blvl))+skill('sk244'.blvl))*par8	fire	1000	10	13	16	21	25	1400	10	15	18	23	27	((skill('sk0'.blvl)+skill('sk229'.blvl))+skill('sk244'.blvl))*par8								896	80000
sk400	400				159												ml739																																																												so2447	so0			so0	so0	so0		so0		so0	ol294				100					ml739	ml739	ml739										1			none												S3	S3	S3																							so0			1																								1												par1	# missiles					16	missiles															1								8															mag	900						1200															
sk401	401				166												ml741																																																												so760	so0			so0	so0	so0		so0		so0	ol30				58					ml741												1			none												SQ	SQ	S1																	1						so0			1																								1	1									3	#missiles								?		?		?		?									1								8															mana	2000						2000															
sk402	402				22												ml718	ml718																																																											so0	so0			so0	so0	so0		so0		so0	ol170				25					ml718	ml718											1			none												SC	SC	xx				1																			so0			18	20													1						1	8	7		1										7	# missiles							6	stun length		stun length per level											7	damage synergy	1								8	128	3000						3500																												768	70000
sk403	403				28												ml461																																																												so2333	so0			so0	so0	so0		so0		so0	ol195				28					ml461												1			none												SC	SC	xx				1	4				1								1						so2333	ol195		12	20					sk229							13							1	8	10		1										par1	radius	par2-blvl/10	frequency					7	radius	6	Missile delay		Change duration in Missiles.xls									6	damage synergy	1								8															fire	15	6	12	16	18	22	25	6	12	16	19	23	(skill('sk225'.blvl)+skill('sk229'.blvl))*par8								512	50000
sk404	404				118												ml478				42371				3																																																				so2352	so0			so0	so0	so0		so0		so0					69					ml478												1			none												SC	SC	xx				1	4												1						so0			24	20					sk240								1						1	8	10		1										1	# missiles					par1	damage delay	15	Frame delay between damage	4	Radius of damage											10	damage synergy	1								8		25	8	14	20	24	28	35	8	15	21	25	29	((skill('sk230'.blvl)+skill('sk240'.blvl))+skill('sk250'.blvl))*par8																						768	70000
sk405	405			4	8												ml720	ml720																																																											so0	so0			so0	so0	so0		so0		so0	ol28			11	17					ml720	ml720											1	7		rng		miss										A1	A1	xx				1																			so0			6	20					sk6								1		1				1	5	8	1	1										4+stat('is445'.accr)	# missiles	par3	activation frame	0	triggered			4	number of arrows to fire	1	additional arrows per level	1	Acivation frame of arrows.			5	base dmg%	10	dmg% per level			8	damage synergy	1	10	9						8	128																																			384	40000
sk406	406				68												ml719					st26	st26	125		is25	100	is119	500																																																so0	so0			so0	so0	so0		so0		so0					25					ml719												1	8		none												SC	SC	SC				1													1						so0			6	20								1											1	8	6		1																		100	% AC bonus for friendlies	10	% AC bonus per level	500	duration	250	duration/level							125	duration synergy	1								8																																				384	40000
sk407	407				68												ml719					st51	st51	125		is445	5	is336	75																																																so0	so0			so0	so0	so0		so0		so0					25																	1	8		none												SC	SC	SC				1													1						so0			6	20								1											1	8	6		1																		100	% AC bonus for friendlies	10	% AC bonus per level	500	duration	250	duration/level							125	duration synergy	1								8																																				384	40000
sk408	408			68	2																	st95		13		is36	-min(ln34,30)	is182	-100																																																so0	so2508	1		so0	so0	so0		so0		so0																						1	4		h2h		mele										A1	A1	xx				1		1	1								1								so0			24	20					sk144								1						1	8	4		1										ln12+(skill('sk130'.blvl)+skill('sk138'.blvl))*par8	damage%			15	phys pierce			150	Damage % base	15	Damage % per level	5	-phys res	1	-phys res per level	5	phys pierce	2	phys pierce per level			10	damage synergy	1	100	15						8	128																																			896	80000
sk409	409			57	121												ml515						st112																																																					1	so866	so0			so0	so0	so0		so0		so0																						1			h2h												S3	S3	S3				1		1	1								1								so0			18	20					sk232			2	st139				1						1	8	10		1																																18	damage synergy	1	50	7		1	2			3															pois	800	4	5	7	11	16	900	4	5	7	11	16	(skill('sk222'.blvl)+skill('sk232'.blvl))*par8	100	10	10	10				640	60000
sk410	410			31	67																																																																							1	so2376	so0			so0	so0	so0		so0		so0				25	37																	1	2		none		mele										SQ	A1	xx	4	8	1			1	1								1								so0			12	20					sk97								1						1	8	9												ln34+(skill('sk115'.blvl)+skill('sk98'.blvl))*par8	damage %						elem conversion%	150	percent increase in velocity		?	100	plus % damage	25	plus % dam per level	2	Trails		?			20	damage synergy	1	50	15						8	128																																			512	50000
sk411	411				22												ml721																																																												so476	so0			so0	so0	so0		so0		so0	ol170				25					ml721												1			none												S3	S3	S3																							so0			1																								1																																		1								8															fire	50	24	32	32	32	32	75	24	32	32	32	32										
sk412	412		sd132	40	77												ml346								dm12																																																			1	so0	so2514			so0	so0	so0		so0		so0				29	43																	1			none												SQ	A1	xx	13		1																				so0			6	20													1						1	8	2		1										ln34	knockback radius							4	min distance	30	max distance	4	Knockback range	1	knockback range per level									1								8																																				384	40000
sk413	413		sd10	5	7																																																																								so0	so2251			so0	so286	so292		so0		so0				12	16																	1	3		h2h		spea										SQ	A1	xx	1		1	1		1	1								1								so0			1	20													1						1	6	8	1											ln34	dmg%											-15	Percent damage base	3	Percent damage per level									1	10	9						8	128																																			256	30000
sk414	414		sd97		150																																																																								so280	so0	1		so0	so0	so0		so0		so0																						1	9		h2h	4	shld										S1	S1	xx				1		1	1								1								so0			1	20													1						1	8	2												ln34	damage %	min(250,ln12)	stunlen					15	Stun Length	5	additional frames/level	15	Percent bonus damage	15	percent damage per level									1				8				8																																				256	30000
sk415	415		sd107	31	67																																																																							1	so2376	so0			so0	so0	so0		so0		so0				25	37																	1	2		none		mele										SQ	A1	xx	4	8	1			1	1								1								so0			12	20					sk97								1						1	8	9												ln34+(skill('sk115'.blvl)+skill('sk98'.blvl))*par8	damage %						elem conversion%	150	percent increase in velocity		?	100	plus % damage	25	plus % dam per level	2	Trails		?			20	damage synergy	1	50	15						8	128																																			512	50000
sk416	416		sd114		81																303747	st43	st44		ln12	is67	-dm34	is68	-dm34	is69	-dm34																	is54	(enms*par5)/256	is55	(exms*par5)/256																										so0	so0			so0	so0	so0		so0		so0																						1	8		none														xx																							so0			18	20					sk102															8			1	1	1		50														6	radius	1	additional radius per level	25	min% slowing	60	max% slowing	5	damage to attack multiplier		?	7	damage synergy	15	damage synergy	1				16385				8															cold	2	1	2	3	4	5	3	1	2	3	4	5	skill('sk105'.blvl)*par8+skill('sk125'.blvl)*par7								640	60000
sk417	417		sd55											ml96										(ln34*(100+skill('sk59'.blvl)*par7))/100	ln12																																																				so2397	so0			so0	so0	so0		so0		so0	ol32								ml96													1	7		none												SC	SC	SC																	1						so2397			18	20					sk45								1						1	7	20	1	1																		4	radius		radius per level	50	freeze frames	3	freeze frames per level					3	freeze synergy	5	damage synergy	1								7															cold	32	14	26	28	30	32	48	15	27	29	31	33	((skill('sk39'.blvl)+skill('sk45'.blvl))+skill('sk64'.blvl))*par8								640	60000
sk418	418		sd44		22												ml119	ml119	ml119																																																										so2397	so0			so0	so0	so0		so0		so0	ol32				25					ml119												1	6		none												SC	SC	SC																	36	10					so2397			6	20																			1	8	9	1	1																		9	radius of freeze	3	additional radius/level											10	damage synergy	1								7															cold	4	4	6	8	10	12	8	5	7	9	11	13	(skill('sk59'.blvl)+skill('sk64'.blvl))*par8	200	25	25	25				384	40000
sk419	419		sd47											ml62																																																															so2399	so0			so0	so0	so0		so0		so0	ol30								ml62													1	5		none												SC	SC	xx																	1						so2399			12	20					sk36								1						1	7	10	1	1																																14	damage synergy	1								7															fire	12	13	23	28	33	38	28	15	25	30	35	40	(skill('sk36'.blvl)+skill('sk56'.blvl))*par8								512	50000
sk420	420		sd72		30																3		st19	ln34	ln12	is25	-par5																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml183		ml147										1	9		none												SC	SC	SC					4												1						so2464			6	20																			1	8	4		1																		9	radius	1	radius per level	350	duration	60	additional duration/level	33	% damage target can do							1								8																																				384	40000
sk421	421		sd62	14	144																																											is329	stat('is329'.accr)	is333	stat('is333'.accr)									ms786	pt19	99	S2	sk337	lvl	sk36	skill('sk36'.blvl)	sk47	skill('sk47'.blvl)							1	so2399	so0			so0	so0	so0		so0		so0	ol30			17																		1	7		none												SC	SC	S1					4												1				1		so2399	ol30		30	20					sk52							40							1	7	40	1	1																		250	duration		additional duration/level											3	damage synergy	1								7															fire	28	11	15	19	23	27	39	13	17	21	25	29	(skill('sk36'.blvl)+skill('sk47'.blvl))*par8								896	64000
sk422	422		sd49											ml98																																																															so2398	so0			so0	so0	so0		so0		so0	ol34								ml98													1	6		none												SQ	SC	xx	12			1													1						so2398			12	20					sk38								1						1	7	16	1	1																		10	minimum damage	20	max damage	4	increase in dam/level (min & max)									8	damage synergy	1								8															ltng	1						40	8	12	20	28	36	((skill('sk38'.blvl)+skill('sk53'.blvl))+skill('sk48'.blvl))*par8								512	50000
sk423	423				22												ml684	ml684	ml684																																																										so1749	so0			so0	so0	so0		so0		so0	ol197				25					ml684												1			none												A2	A2	A2				1																			so0			1																									1																																	1				1				8		20	10	10	10	10	10	60	10	10	10	10	10																								
sk424	424				30																3		st9	ln34	ln12	is36	-par5																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml181		ml147										1	10		none												SC	SC	S2					4												1						so2464			1	20																			1	8	4		1																		3	radius	1	radius per level	200	duration	75	additional duration/level	100	% additional damage taken							1								8																																				256	30000
sk425	425		sd151	38	76																	st174																																																						1	so0	so2531			so0	so0	so0		so0		so0				31	45																	1	3		none	2	mele										SQ	A1	xx	10		1			1									1								so0			30	20					sk143	sk144							1						1	7	25	1											ln12	damage%							-50	Damage percent per attack	8	Damage percent per level	1	Attacks per tick											1		5						8	128																																			896	80000
sk426	426		sd138		68												ml149					st26	st26	ln34+(skill('sk149'.blvl)+skill('sk155'.blvl))*par8		is171	ln12																																																		so0	so2521			so0	so0	so0		so0		so0					25					ml149												1	8		none												SC	SC	SC				1																			so0			6	20					sk130														1	8	6		1																		100	% AC bonus for friendlies	10	% AC bonus per level	500	duration	250	duration/level							125	duration synergy	1								8																																				384	40000
sk427	427		sd87		30																3		st60	ln34	ln12	is67	par5	is25	par5	is36	par5	is68	par5																																												so2464	so0			so0	so0	so0		so0		so0				18	30					ml189		ml147										1	9		none												SC	SC	S2					4												1						so2464			24	20					sk77														1	8	11		1																		6	radius		radius per level	100	duration	15	additional duration/level	-50	"% slowed, -dam, -dam resist"							1								8																																				768	70000
sk428	428		sd53		26												ml93	ml93	ml93						par1																																																				so2398	so0			so0	so0	so0		so0		so0	ol34				27					ml93	ml93	ml93										1	2		none												SQ	SC	SC	12			1													151	96					so2398			18	20					sk49								1						1	8	9	1	1										ln34/5	# hits							20	radius of jump to next target			26	bolts (5ths)	1	bolts per level (5ths)	5	5ths					4	damage synergy	1								8															ltng	1						40	11	13	15	15	15	((skill('sk38'.blvl)+skill('sk49'.blvl))+skill('sk48'.blvl))*par8								640	60000
sk429	429		sd60		18												ml264					st20		ln34+(skill('sk0'.blvl)+skill('sk50'.blvl))*par7		is171	ln12											ev0	1																																						so2397	so0			so2440	so0	so0		so0		so0	ol33	ol44								ml264												1	5		none												SC	SC	xx																	1						so2397			24	20					sk50														1	8	17		1	1																	45	% AC Bonus	5	% AC bonus per level	3600	duration	150	duration per level					250	duration synergy	7	damage synergy	1								7															cold	8	2	4	6	8	10	12	3	5	7	9	11	(skill('sk0'.blvl)+skill('sk50'.blvl))*par8	100		25	25				768	70000
sk430	430		sd56		28												ml735								ln12																																																				so0	so0			so2437	so0	so0		so0		so0	ol30				28					ml735												1			none												SQ	SQ	SC																							so0			1																								1										ln12								5	radius of explosion		radius/level	5	Frames of fire		Frames of fire per level									1								8		450						500							fire	450						500															
sk431	431		sd27	4	10												ml726	ml726																																																											so2334	so0			so0	so0	so0		so0		so0	ol170			11	18					ml726	ml726											1	6	1	none												A1	A1	xx				1																			so0			30	20					sk16								1						1	7	12	1	1										par1	fire disc radius	par2	damage radius					3	Fire disc radius	4	Radial Damage Radius											8	damage synergy	1								8															fire	5						10														768	70000
sk432	432				166												ml743																																																												so760	so0			so0	so0	so0		so0		so0					58					ml743												1			none												SQ	SQ	S1																	1						so0			1																								1	1									lvl	#missiles								?		?		?		?									1								8																																					
sk433	433			53	152												ml745																																																												so763	so0			so0	so0	so0		so0		so0				40	56					ml745				0	interval							1			none												SQ	SQ	SC																							so0			1																								1	1											100	length of fire	2	density			40	frame length		?		?		?									1								8																																					
sk434	434				100																																																																								so759	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	S2																							so0			1																								1	1																		?	200	Frames		?		?									1								8		30	18	18	18	18	18	50	24	24	24	24	24		cold	30	18	18	18	18	18	50	24	24	24	24	24		100	50	50	50					
sk435	435				22												ml746																																																												so760	so0			so0	so0	so0		so0		so0					25					ml746												1			none												SQ	SQ	S1																							so0			1																								1	1																		?		?		?		?									1								8																																					
sk436	436				22												ml731																																																												so760	so0			so0	so0	so0		so0		so0					25					ml731												1			none												SQ	SQ	S1																							so0			1																								1	1																		?		?		?		?									1								8															cold	2500	5	5	5	5	5	2700	5	5	5	5	5	stat('is331'.accr)									
sk437	437		sd53		26												ml737	ml737	ml737						par1																																																				so2398	so0			so0	so0	so0		so0		so0	ol34				27					ml737	ml737	ml737										1	2		none												SQ	SC	SC	12			1													151	96					so2398			24	20					sk49								1						1	7	16	1	1										8	# hits							20	radius of jump to next target			26	bolts (5ths)	1	bolts per level (5ths)	5	5ths					5	damage synergy	1								8															ltng	950						1500	11	13	15	15	15	(skill('sk38'.blvl)+skill('sk49'.blvl))*par8								640	60000
sk438	438		sd49											ml738																																																															so2398	so0			so0	so0	so0		so0		so0	ol34								ml738													1	6		none												SQ	SC	xx	12			1													1						so2398			12	20					sk38								1						1	7	16	1	1																		10	minimum damage	20	max damage	4	increase in dam/level (min & max)									6	damage synergy	1								8															ltng	400						600	8	12	20	24	26	(skill('sk53'.blvl)+skill('sk38'.blvl))*par8								512	50000
sk439	439		sd123		66																42371	st28	st28		ln12	is42	-20	is41	-60																																																so0	so0			so0	so0	so0		so0		so0																						1	6		none		mele												xx	5		1																				so0			30	20					sk119															8			1	1	1		25														20	radius		additional radius per level	12	% resist reduction	2	% resist reduction per level	10	min % AC reduction	75	max % AC reduction					1								8																																				896	64000
sk440	440		sd143	40	153												ml700			ol147					30																																																				so0	so0			so0	so0	so0		so0		so0				29	97					ml700												1	6		none		mele										SQ	A1	xx	13		1																				so0			24	20					sk132	sk144							1						1	6	28	1	1										ln34+(skill('sk132'.blvl)+skill('sk126'.blvl))*par8	%phys damage	blvl*2+stat('is423'.accr)/4	speed bonus	par5	aoe range			4	min distance	30	max distance	10	dmg % base	4	dmg % per level	6	aoe range					4	damage synergy	1								8	128																																			640	60000
sk441	441				101												ml740						st84	ln12		is26	-(par3*lvl)																																																		so953	so0			so0	so0	so0		so0		so0					57					ml177												1			none												SQ	SQ	S1																							so0			1																								1										lvl-1	#subloops							10	base frames		frames per level	120	unshifted damage per frame		?									1								8																																					
sk442	442		sd239		30																3		st9	ln34	par1+lvl/3	is36	-(par5+par6*lvl)																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml181		ml147										1	10		none												SC	SC	S2					4												1						so2464			1	20													1						1	7	4	1	1																		6	radius	1	radius per level	100	duration	5	additional duration/level	10	% additional damage taken	2	increase per base level					1								8																																				256	30000
sk443	443		sd240		30																3		st19	ln34	par1+lvl/3	is25	-ln56																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml183		ml147										1	9		none												SC	SC	SC					4												1						so2464			18	20																			1	7	8	1	1																		6	radius	1	radius per level	250	duration	35	additional duration/level	10	% damage reduc	1	% damage reduc per level					1								8																																				384	40000
sk444	444		sd241		30																3		st55	ln34	par1+lvl/3													ev5	4	ev2	4																																				so2464	so0			so0	so0	so0		so0		so0				18	30					ml184		ml147										1	9		none												SC	SC	S2					4												1						so0			12	20																			1	7	10	1	1										ln56	% damage to return	ln56/4	% damage to return vs. players	ln56/4	% damage to return other			6	radius		radius per level	150	duration	30	additional duration/level	200	% damage returned to accursed	25	% additional returned/level			6	damage synergy	1				16385		141		8																																				512	50000
sk445	445		sd242		30																3		st58	ln34	par1+lvl/3													ev1	5	ev2	5																																				so2464	so0			so0	so0	so0		so0	ol151	so0				18	30					ml187		ml147										1	4		none												SC	SC	S2					4												1						so2464			12	20																			1	7	8	1	1										par5+par6*lvl	hp % returned							6	radius	1	radius per level	175	duration	35	additional duration/level	8	% damage healed	1	% additional heal/level					1								8																																				640	60000
sk446	446		sd243		30																3		st60	ln34	par1+lvl/3	is67	-(par5+lvl)	is68	-(par6+lvl)	is105	-(par6+lvl)	is423	-(par6+lvl)																																												so2464	so0			so0	so0	so0		so0		so0				18	30					ml189		ml147										1	9		none												SC	SC	S2					4												1						so2464			24	20																			1	7	22	1	1																		6	radius	1	radius per level	100	duration	10	additional duration/level	10	movespeed	15	attack/cast speed					1								8																																				768	70000
sk447	447		sd244		30																3		st61	ln34	par1+lvl/3	is39	-1*(par5+par6*lvl)	is41	-1*(par5+par6*lvl)	is43	-1*(par5+par6*lvl)	is45	-1*(par5+par6*lvl)																																												so2464	so0			so0	so0	so0		so0		so0				18	30					ml190		ml147										1	8		none												SC	SC	S2					4												1						so2464			30	20																			1	7	44	1	1																		10	radius	1	radius per level	200	duration	25	additional duration/level	10	min % resist lower	2	-% per level					1								8																																				896	80000
sk448	448		sd31	4										ml87											par1+blvl/4																																																				so0	so0			so0	so0	so0		so0		so0				11					ml87													1	7	1	rng		miss										A1	A1	xx				1																			so0			30	20					sk21								1		1				1	6	18	1	1										par1	damage radius							8	Radius of impact									6	damage synergy2		length synergy	6	damage synergy	1	40	10						8	128														cold	35	10	15	20	25	30	55	10	15	20	25	28	skill('sk21'.blvl)*par8+skill('sk11'.blvl)*par6	25							896	80000
sk449	449		sd59		28												ml158	ml158	ml158																																																										so2397	so0			so0	so0	so0		so0		so0	ol33				28					ml158												1	7		none												SC	SC	xx					4				1								1						so2397	ol33		24	20					sk44	sk55						25	1						1	7	26	1	1										par1	radius	par3	frequency					7	radius			2	Missile delay		Change duration in Missiles.xls							12	damage synergy	1								8															cold	15	3	6	9	12	15	25	5	8	11	14	17	(skill('sk39'.blvl)+skill('sk55'.blvl))*par8	100							768	70000
sk450	450		sd34	10	14												ml232	ml232	ml232						par1																																																				so0	so0			so0	so0	so0		so0		so0					22					ml232	ml232	ml232										1	8		h2h												A1	A1	xx				1		1	1								1								so0			30	20					sk24								1						1	6	24	1	1										20	radius	min(ln34,12)	hits					20	radius of jump to next target			4	Target hits	1	Target hits per level							14	damage synergy	1								8															ltng	1						1000						(skill('sk24'.blvl)+skill('sk14'.blvl))*par8								896	80000
sk451	451		sd92		22												ml118																																																												so2472	so0			so0	so0	so0		so0		so0					25					ml118												1	3		none												SC	SC	xx																	1						so2472			30	20					sk83								1						1	8	20		1																																15	damage synergy	1								4															pois	16	4	6	10	16	24	29	4	6	10	16	24	(skill('sk73'.blvl)+skill('sk83'.blvl))*par8	50							896	80000
sk452	452		sd14	10	14												ml692	ml692	ml692						20																																																				so0	so0			so0	so0	so0		so0		so0					22					ml692	ml692	ml692										1	4		h2h		spea										A1	A1	xx				1		1	1								1								so0			6	20					sk10								1						1	4	32	3	1										1000	radius	0	hits																			20	damage synergy	1	20	12						8	128														ltng	1						1						(skill('sk20'.blvl)+skill('sk34'.blvl))*par8						4		384	40000
sk453	453			43	173												ml118																																																												so2472	so0			so0	so0	so0		so0		so0					109					ml118												1	3		none												SC	SC	xx																	1						so2472			30	20					sk83								1						1	8	20		1																																15	damage synergy	1								4															pois	16	4	6	10	16	24	29	4	6	10	16	24	(skill('sk73'.blvl)+skill('sk83'.blvl))*par8	50							896	80000
sk454	454		sd62	14	144																																											is329	stat('is329'.accr)	is333	stat('is333'.accr)/2									ms351	pt19	20	S2	sk388	lvl	sk36	skill('sk36'.blvl)	sk47	skill('sk47'.blvl)							1	so2399	so0			so0	so0	so0		so0		so0	ol30			17																		1	7		none												SC	SC	S1					4												1				1		so2399	ol30		30	20					sk52								1						1	7	40	1	1																		500	duration		additional duration/level											6	damage synergy	1								7															fire	84	16	23	31	38	44	117	20	25	35	41	47	(skill('sk36'.blvl)+skill('sk383'.blvl))*par8								896	80000
sk455	455			14	177																																																							ms886	pt23	99	S1														so4638	so0			so0	so0	so0		so0		so0																						1	6		none												SC	SC	xx																	1						so0			1																				1	7	28	1	1																		15	# normal skeles	10	# skele archers	10	# skele mages	85	%hp for phase 1	60	%hp for phase 2	35	%hp for phase 3					1								8																																				896	80000
sk456	456																																													st207		is329	(20+lvl*8)+min(blvl*5,384)	is333	min(lvl*2,40)	is86	10+lvl*2																								so0	so0			so0	so0	so0		so0		so0																						1	3		none														xx																							so0			1	32																				8			1	1																																	1								8															fire																					512	50000
